step,epoch,loss,train_mse,train_ssim,val_mse,val_ssim,H_t_min,H_t_max,H_t_mean,H_t_binary_fraction,grad_norm_W,grad_norm_inverse,detector_min,detector_max,detector_mean,sigmoid_m
200,3,0.09715001285076141,0.0481330007314682,0.40221738815307617,0.04802379265427589,0.4035718721548716,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.0775144959944611,0.0,38.589569091796875,4.190260887145996,10.0
400,5,0.08350478112697601,0.04008711501955986,0.658804178237915,0.04018101731936137,0.6611501839955648,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.16275959230445375,0.0,39.051177978515625,4.161468029022217,10.0
600,7,0.0799061506986618,0.03810185194015503,0.6796502470970154,0.03810701033473015,0.6812801531155904,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.14150879770432795,0.0,39.78236770629883,4.185428619384766,10.0
800,9,0.07840150594711304,0.037287939339876175,0.6894104480743408,0.037168291081984835,0.6907963403066,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.20512467530091155,0.0,38.8243408203125,4.220118045806885,10.0
1000,11,0.07751242816448212,0.037432849407196045,0.6902436017990112,0.037471567730108894,0.6920880799293518,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.13929967922483733,0.0,39.07729721069336,4.164606094360352,10.0
1200,13,0.07681991159915924,0.03711705282330513,0.6980024576187134,0.03723602420091629,0.6988559794425965,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.14275870605097118,0.0,40.72636413574219,4.200272560119629,10.0
1400,15,0.07582226395606995,0.03579156845808029,0.697972297668457,0.03623668350776037,0.6980303726196289,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.11857983957480062,0.0,41.305274963378906,4.161829948425293,10.0
1600,18,0.07627765834331512,0.03591731935739517,0.6987310647964478,0.035744220942258834,0.7019908453623454,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.11415844200233245,0.0,43.34682083129883,4.202852249145508,10.0
1800,20,0.07606096565723419,0.03643035516142845,0.698545515537262,0.036455490748087564,0.7012598625818889,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.06936787997486503,0.0,38.86344909667969,4.199706077575684,10.0
2000,22,0.0761813074350357,0.03628106787800789,0.697906494140625,0.035924256086349485,0.7017057968775431,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.10465470207415008,0.0,38.18783187866211,4.213658332824707,10.0
2200,24,0.07548481225967407,0.03610267862677574,0.6977496147155762,0.035980788240830106,0.7006442869504292,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.07303875726343759,0.0,40.27131652832031,4.168225288391113,10.0
2400,26,0.07561255991458893,0.035859160125255585,0.7006198167800903,0.03547981103261312,0.7042673193613688,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.09019820494995956,0.0,38.11854934692383,4.198819637298584,10.0
2600,28,0.07557184994220734,0.035931944847106934,0.6999250054359436,0.03554860431949298,0.7042964952786763,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.15002733967033913,0.0,38.57756042480469,4.1961236000061035,10.0
2800,30,0.07507515698671341,0.03541657328605652,0.705824613571167,0.03528201012810071,0.708746780872345,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.10386266760661748,0.0,43.72296905517578,4.191805839538574,10.0
3000,32,0.07452298700809479,0.034984223544597626,0.706046462059021,0.03514117142558098,0.7075158403714498,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.09826974222298457,0.0,40.070674896240234,4.158570289611816,10.0
3200,35,0.07496557384729385,0.035512059926986694,0.7060009837150574,0.035191891491413115,0.7105902372996012,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.38739582626551633,0.0,40.78165054321289,4.183015823364258,10.0
3400,37,0.07509186863899231,0.03610469028353691,0.7068203091621399,0.03582576310634613,0.7100065984725952,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.31926964828497517,0.0,39.88277053833008,4.2050981521606445,10.0
3600,39,0.07446341216564178,0.035143278539180756,0.7106692790985107,0.03544469397266706,0.7108943697611491,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.25569331634388004,0.0,38.162174224853516,4.180170059204102,10.0
3800,41,0.07445602864027023,0.03547742962837219,0.708341121673584,0.03534156076113383,0.7103701640764872,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.12623455159563954,0.0,39.9372673034668,4.208459377288818,10.0
4000,43,0.07454168796539307,0.03519248962402344,0.7087931632995605,0.03520729172229767,0.7094656621615092,7.355450656767149e-22,1.0,0.5000897645950317,0.8257412910461426,0.0,0.16212522061706314,0.0,39.64901351928711,4.179406642913818,10.0
