step,epoch,loss,train_mse,train_ssim,val_mse,val_ssim,H_t_min,H_t_max,H_t_mean,H_t_binary_fraction,grad_norm_W,grad_norm_inverse,detector_min,detector_max,detector_mean,sigmoid_m
200,34,0.19638565182685852,0.1359184980392456,0.5156137943267822,0.14952705800533295,0.5212132930755615,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.2740953607446776,82.5325698852539,1215.79541015625,531.500244140625,1.0
400,67,0.18550296127796173,0.13245567679405212,0.5569049119949341,0.14360864460468292,0.5393519997596741,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.0840732812440935,60.13478088378906,1416.0765380859375,526.087158203125,1.0
600,100,0.16302070021629333,0.12100987136363983,0.5565072298049927,0.14189086854457855,0.525505542755127,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.24186174820121412,112.37564086914062,1158.9248046875,586.5110473632812,1.0
800,134,0.18338872492313385,0.12039361149072647,0.504260778427124,0.1369151920080185,0.500303328037262,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.09585208281312652,82.5325698852539,1215.79541015625,531.500244140625,1.0
1000,167,0.18039730191230774,0.12835265696048737,0.5597071647644043,0.14270997047424316,0.5361441969871521,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.08393855692885092,60.13478088378906,1416.0765380859375,526.087158203125,1.0
1200,200,0.14419440925121307,0.13680773973464966,0.5483988523483276,0.14364518225193024,0.5449315309524536,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.17944796512010813,112.37564086914062,1158.9248046875,586.5110473632812,1.0
1400,234,0.17809966206550598,0.12185893207788467,0.5391712188720703,0.141646608710289,0.5373184084892273,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.08078437721025053,82.5325698852539,1215.79541015625,531.500244140625,1.0
1600,267,0.1748480647802353,0.12133827805519104,0.5477145314216614,0.1406565010547638,0.5199270844459534,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.11279385655584016,60.13478088378906,1416.0765380859375,526.087158203125,1.0
1800,300,0.11674781143665314,0.1318700909614563,0.5443214178085327,0.14147089421749115,0.5295502543449402,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.14922382073951374,112.37564086914062,1158.9248046875,586.5110473632812,1.0
2000,334,0.17572443187236786,0.12164143472909927,0.5191078186035156,0.13924667239189148,0.5172224640846252,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.13077310015359053,82.5325698852539,1215.79541015625,531.500244140625,1.0
2200,367,0.1719890534877777,0.12564805150032043,0.5617915987968445,0.14525403082370758,0.5310242176055908,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.09009664492366948,60.13478088378906,1416.0765380859375,526.087158203125,1.0
2400,400,0.10091681778430939,0.13569480180740356,0.5374389886856079,0.14168483018875122,0.5283169746398926,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.27514379121679833,112.37564086914062,1158.9248046875,586.5110473632812,1.0
2600,434,0.1744457632303238,0.12266470491886139,0.5373812913894653,0.14439326524734497,0.5332987308502197,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.10927615564118498,82.5325698852539,1215.79541015625,531.500244140625,1.0
2800,467,0.16507387161254883,0.12069261074066162,0.5430369973182678,0.14544148743152618,0.5108623504638672,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.06733170350163643,60.13478088378906,1416.0765380859375,526.087158203125,1.0
3000,500,0.08633112907409668,0.13290315866470337,0.5304930210113525,0.1488744169473648,0.5166802406311035,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.14627510828340637,112.37564086914062,1158.9248046875,586.5110473632812,1.0
3200,534,0.16850510239601135,0.1230115294456482,0.539326548576355,0.14355885982513428,0.5351380705833435,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.10277384693306732,82.5325698852539,1215.79541015625,531.500244140625,1.0
3400,567,0.1635311245918274,0.12209925055503845,0.5597231984138489,0.14474910497665405,0.5276660919189453,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.10294751542722083,60.13478088378906,1416.0765380859375,526.087158203125,1.0
3600,600,0.08040642738342285,0.14739090204238892,0.5093219876289368,0.14722004532814026,0.5203002691268921,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.166322530538262,112.37564086914062,1158.9248046875,586.5110473632812,1.0
3800,634,0.16595426201820374,0.12299519777297974,0.5185804963111877,0.1461244374513626,0.5121490955352783,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.14418096588437224,82.5325698852539,1215.79541015625,531.500244140625,1.0
4000,667,0.16277337074279785,0.1277068555355072,0.5553078651428223,0.14761434495449066,0.5250637531280518,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.19231288879755923,60.13478088378906,1416.0765380859375,526.087158203125,1.0
