run_id,dataset,pattern_mode,downscale_factor,num_patterns,compression,upsampling_type,frequency_domain_optimization,noise_mode,photon_count,sigma_read,loss,MSE,SSIM,checkpoint_path,figure_path,notes
content/bbbc022_x256_random_fixed_seed42,bbbc022_preproc_ablation,random_fixed,32,4,256.0,locality_aware,False,noise_free,10000.0,0.0,l1,0.012464714484910171,0.701220699151357,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/content/bbbc022_x256_random_fixed_seed42/attempt_001/checkpoints/best.pt,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/content/bbbc022_x256_random_fixed_seed42/attempt_001/figures/reconstruction.png,test
