[x16/learnable_frequency] loading frozen base ...
[x16/learnable_frequency] building caches (frozen base forward) ...
[x16/learnable_frequency] cache: train=7920 val=40 test=60 (58s)
/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/.venv/lib/python3.12/site-packages/timm/models/layers/__init__.py:49: FutureWarning: Importing from timm.models.layers is deprecated, please import via timm.layers
  warnings.warn(f"Importing from {__name__} is deprecated, please import via timm.layers", FutureWarning)
/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/.venv/lib/python3.12/site-packages/torch/functional.py:505: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4381.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
[x16/learnable_frequency] SwinIR params=11.50M embed_dim=180 depths=[6, 6, 6, 6, 6, 6] identity_init=True
[x16/learnable_frequency] base val: ssim=0.9281 mse=0.000657
[x16/learnable_frequency] step 100/50000 lr=4.00e-05 d=0.6813 pixel=0.0135 perceptual=1.0015 adv=0.0627 g_total=1.0778 1.62 it/s
[x16/learnable_frequency] step 200/50000 lr=8.00e-05 d=0.6456 pixel=0.0137 perceptual=0.8957 adv=0.0726 g_total=0.9820 1.61 it/s
[x16/learnable_frequency] step 300/50000 lr=1.20e-04 d=0.6362 pixel=0.0139 perceptual=0.8029 adv=0.0710 g_total=0.8877 1.61 it/s
[x16/learnable_frequency] step 400/50000 lr=1.60e-04 d=0.6599 pixel=0.0156 perceptual=0.7237 adv=0.0776 g_total=0.8169 1.62 it/s
[x16/learnable_frequency] step 500/50000 lr=2.00e-04 d=0.6476 pixel=0.0142 perceptual=0.7093 adv=0.0652 g_total=0.7886 1.62 it/s
[x16/learnable_frequency] step 600/50000 lr=2.00e-04 d=0.6813 pixel=0.0159 perceptual=0.7404 adv=0.0922 g_total=0.8484 1.62 it/s
[x16/learnable_frequency] step 700/50000 lr=2.00e-04 d=0.6932 pixel=0.0165 perceptual=0.6763 adv=0.0592 g_total=0.7520 1.62 it/s
[x16/learnable_frequency] step 800/50000 lr=2.00e-04 d=0.6957 pixel=0.0139 perceptual=0.6414 adv=0.0898 g_total=0.7450 1.62 it/s
[x16/learnable_frequency] step 900/50000 lr=2.00e-04 d=0.6790 pixel=0.0151 perceptual=0.7108 adv=0.0679 g_total=0.7938 1.62 it/s
[x16/learnable_frequency] step 1000/50000 lr=2.00e-04 d=0.6910 pixel=0.0118 perceptual=0.5762 adv=0.0762 g_total=0.6643 1.62 it/s
[x16/learnable_frequency] step 1000 VAL ref_ssim=0.9097 (base 0.9281) ref_mse=0.000729 (base 0.000657) best_ssim=0.9097@1000 *
[x16/learnable_frequency] step 1100/50000 lr=2.00e-04 d=0.6935 pixel=0.0139 perceptual=0.5505 adv=0.0737 g_total=0.6380 1.60 it/s
[x16/learnable_frequency] step 1200/50000 lr=2.00e-04 d=0.7553 pixel=0.0165 perceptual=0.7132 adv=0.0683 g_total=0.7980 1.60 it/s
[x16/learnable_frequency] step 1300/50000 lr=2.00e-04 d=0.6944 pixel=0.0203 perceptual=0.6403 adv=0.0737 g_total=0.7344 1.60 it/s
[x16/learnable_frequency] step 1400/50000 lr=2.00e-04 d=0.6941 pixel=0.0137 perceptual=0.6349 adv=0.0745 g_total=0.7231 1.60 it/s
[x16/learnable_frequency] step 1500/50000 lr=2.00e-04 d=0.6932 pixel=0.0126 perceptual=0.6170 adv=0.0734 g_total=0.7031 1.60 it/s
[x16/learnable_frequency] step 1600/50000 lr=2.00e-04 d=0.6943 pixel=0.0136 perceptual=0.5612 adv=0.0743 g_total=0.6491 1.60 it/s
[x16/learnable_frequency] step 1700/50000 lr=2.00e-04 d=0.6927 pixel=0.0141 perceptual=0.5803 adv=0.0717 g_total=0.6662 1.60 it/s
[x16/learnable_frequency] step 1800/50000 lr=2.00e-04 d=0.7021 pixel=0.0133 perceptual=0.5863 adv=0.0778 g_total=0.6774 1.60 it/s
[x16/learnable_frequency] step 1900/50000 lr=2.00e-04 d=0.6936 pixel=0.0145 perceptual=0.5949 adv=0.0713 g_total=0.6806 1.60 it/s
[x16/learnable_frequency] step 2000/50000 lr=2.00e-04 d=0.7071 pixel=0.0120 perceptual=0.5736 adv=0.0816 g_total=0.6672 1.61 it/s
[x16/learnable_frequency] step 2000 VAL ref_ssim=0.9046 (base 0.9281) ref_mse=0.000720 (base 0.000657) best_ssim=0.9097@1000
[x16/learnable_frequency] step 2100/50000 lr=1.99e-04 d=0.6934 pixel=0.0140 perceptual=0.6217 adv=0.0716 g_total=0.7073 1.59 it/s
[x16/learnable_frequency] step 2200/50000 lr=1.99e-04 d=0.6929 pixel=0.0126 perceptual=0.5860 adv=0.0714 g_total=0.6700 1.59 it/s
[x16/learnable_frequency] step 2300/50000 lr=1.99e-04 d=0.6528 pixel=0.0134 perceptual=0.6098 adv=0.0845 g_total=0.7078 1.60 it/s
[x16/learnable_frequency] step 2400/50000 lr=1.99e-04 d=0.6917 pixel=0.0142 perceptual=0.6088 adv=0.0716 g_total=0.6946 1.60 it/s
[x16/learnable_frequency] step 2500/50000 lr=1.99e-04 d=0.6913 pixel=0.0127 perceptual=0.6035 adv=0.0739 g_total=0.6901 1.60 it/s
[x16/learnable_frequency] step 2600/50000 lr=1.99e-04 d=0.6656 pixel=0.0143 perceptual=0.6525 adv=0.0810 g_total=0.7477 1.60 it/s
[x16/learnable_frequency] step 2700/50000 lr=1.99e-04 d=0.6929 pixel=0.0139 perceptual=0.6243 adv=0.0707 g_total=0.7089 1.60 it/s
[x16/learnable_frequency] step 2800/50000 lr=1.99e-04 d=0.7171 pixel=0.0132 perceptual=0.5927 adv=0.0663 g_total=0.6722 1.60 it/s
[x16/learnable_frequency] step 2900/50000 lr=1.99e-04 d=0.7579 pixel=0.0144 perceptual=0.6169 adv=0.0836 g_total=0.7149 1.60 it/s
[x16/learnable_frequency] step 3000/50000 lr=1.99e-04 d=0.6911 pixel=0.0130 perceptual=0.5914 adv=0.0695 g_total=0.6738 1.60 it/s
[x16/learnable_frequency] step 3000 VAL ref_ssim=0.9184 (base 0.9281) ref_mse=0.000628 (base 0.000657) best_ssim=0.9184@3000 *
[x16/learnable_frequency] step 3100/50000 lr=1.99e-04 d=0.6904 pixel=0.0124 perceptual=0.5659 adv=0.0724 g_total=0.6508 1.59 it/s
[x16/learnable_frequency] step 3200/50000 lr=1.99e-04 d=0.6938 pixel=0.0146 perceptual=0.6083 adv=0.0706 g_total=0.6935 1.59 it/s
[x16/learnable_frequency] step 3300/50000 lr=1.98e-04 d=0.7207 pixel=0.0139 perceptual=0.5789 adv=0.0624 g_total=0.6552 1.59 it/s
[x16/learnable_frequency] step 3400/50000 lr=1.98e-04 d=0.6838 pixel=0.0130 perceptual=0.6029 adv=0.0709 g_total=0.6868 1.59 it/s
[x16/learnable_frequency] step 3500/50000 lr=1.98e-04 d=0.5982 pixel=0.0138 perceptual=0.6421 adv=0.0973 g_total=0.7532 1.60 it/s
[x16/learnable_frequency] step 3600/50000 lr=1.98e-04 d=0.6894 pixel=0.0135 perceptual=0.5953 adv=0.0698 g_total=0.6786 1.60 it/s
[x16/learnable_frequency] step 3700/50000 lr=1.98e-04 d=0.6960 pixel=0.0136 perceptual=0.6230 adv=0.0657 g_total=0.7022 1.60 it/s
[x16/learnable_frequency] step 3800/50000 lr=1.98e-04 d=0.7895 pixel=0.0144 perceptual=0.6825 adv=0.0714 g_total=0.7684 1.60 it/s
[x16/learnable_frequency] step 3900/50000 lr=1.98e-04 d=0.6933 pixel=0.0135 perceptual=0.6089 adv=0.0674 g_total=0.6898 1.60 it/s
[x16/learnable_frequency] step 4000/50000 lr=1.98e-04 d=0.7472 pixel=0.0135 perceptual=0.5885 adv=0.0695 g_total=0.6715 1.60 it/s
[x16/learnable_frequency] step 4000 VAL ref_ssim=0.9118 (base 0.9281) ref_mse=0.000670 (base 0.000657) best_ssim=0.9184@3000
[x16/learnable_frequency] step 4100/50000 lr=1.97e-04 d=0.6839 pixel=0.0123 perceptual=0.5592 adv=0.0721 g_total=0.6436 1.59 it/s
[x16/learnable_frequency] step 4200/50000 lr=1.97e-04 d=0.6936 pixel=0.0150 perceptual=0.6079 adv=0.0669 g_total=0.6898 1.59 it/s
[x16/learnable_frequency] step 4300/50000 lr=1.97e-04 d=0.7036 pixel=0.0144 perceptual=0.6249 adv=0.0655 g_total=0.7048 1.59 it/s
[x16/learnable_frequency] step 4400/50000 lr=1.97e-04 d=0.6932 pixel=0.0127 perceptual=0.5694 adv=0.0727 g_total=0.6547 1.59 it/s
[x16/learnable_frequency] step 4500/50000 lr=1.97e-04 d=0.6857 pixel=0.0138 perceptual=0.6256 adv=0.0720 g_total=0.7115 1.59 it/s
[x16/learnable_frequency] step 4600/50000 lr=1.97e-04 d=0.6978 pixel=0.0127 perceptual=0.5682 adv=0.0751 g_total=0.6559 1.59 it/s
[x16/learnable_frequency] step 4700/50000 lr=1.97e-04 d=0.6830 pixel=0.0172 perceptual=0.6683 adv=0.0679 g_total=0.7534 1.59 it/s
[x16/learnable_frequency] step 4800/50000 lr=1.96e-04 d=0.7002 pixel=0.0134 perceptual=0.6255 adv=0.0665 g_total=0.7055 1.60 it/s
[x16/learnable_frequency] step 4900/50000 lr=1.96e-04 d=0.6702 pixel=0.0122 perceptual=0.5373 adv=0.0734 g_total=0.6230 1.60 it/s
[x16/learnable_frequency] step 5000/50000 lr=1.96e-04 d=0.6916 pixel=0.0130 perceptual=0.5775 adv=0.0672 g_total=0.6577 1.60 it/s
[x16/learnable_frequency] step 5000 VAL ref_ssim=0.9147 (base 0.9281) ref_mse=0.000677 (base 0.000657) best_ssim=0.9184@3000
[x16/learnable_frequency] step 5100/50000 lr=1.96e-04 d=0.6854 pixel=0.0129 perceptual=0.5897 adv=0.0794 g_total=0.6820 1.59 it/s
[x16/learnable_frequency] step 5200/50000 lr=1.96e-04 d=0.6864 pixel=0.0102 perceptual=0.4643 adv=0.0760 g_total=0.5504 1.59 it/s
[x16/learnable_frequency] step 5300/50000 lr=1.95e-04 d=0.6933 pixel=0.0125 perceptual=0.5766 adv=0.0691 g_total=0.6581 1.59 it/s
[x16/learnable_frequency] step 5400/50000 lr=1.95e-04 d=0.7779 pixel=0.0129 perceptual=0.6199 adv=0.0544 g_total=0.6872 1.59 it/s
[x16/learnable_frequency] step 5500/50000 lr=1.95e-04 d=0.6893 pixel=0.0141 perceptual=0.6408 adv=0.0688 g_total=0.7237 1.59 it/s
[x16/learnable_frequency] step 5600/50000 lr=1.95e-04 d=0.6846 pixel=0.0122 perceptual=0.5333 adv=0.0684 g_total=0.6139 1.59 it/s
[x16/learnable_frequency] step 5700/50000 lr=1.95e-04 d=0.6629 pixel=0.0144 perceptual=0.6275 adv=0.0756 g_total=0.7175 1.59 it/s
[x16/learnable_frequency] step 5800/50000 lr=1.95e-04 d=0.6934 pixel=0.0134 perceptual=0.5961 adv=0.0682 g_total=0.6777 1.59 it/s
[x16/learnable_frequency] step 5900/50000 lr=1.94e-04 d=0.7001 pixel=0.0163 perceptual=0.6245 adv=0.0683 g_total=0.7090 1.59 it/s
[x16/learnable_frequency] step 6000/50000 lr=1.94e-04 d=0.6817 pixel=0.0130 perceptual=0.5897 adv=0.0696 g_total=0.6723 1.59 it/s
[x16/learnable_frequency] step 6000 VAL ref_ssim=0.9154 (base 0.9281) ref_mse=0.000652 (base 0.000657) best_ssim=0.9184@3000
[x16/learnable_frequency] step 6100/50000 lr=1.94e-04 d=0.6863 pixel=0.0103 perceptual=0.4927 adv=0.0697 g_total=0.5727 1.59 it/s
[x16/learnable_frequency] step 6200/50000 lr=1.94e-04 d=0.7151 pixel=0.0121 perceptual=0.5122 adv=0.0769 g_total=0.6012 1.59 it/s
[x16/learnable_frequency] step 6300/50000 lr=1.93e-04 d=0.6864 pixel=0.0125 perceptual=0.5526 adv=0.0708 g_total=0.6359 1.59 it/s
[x16/learnable_frequency] step 6400/50000 lr=1.93e-04 d=0.6874 pixel=0.0158 perceptual=0.6170 adv=0.0653 g_total=0.6981 1.59 it/s
[x16/learnable_frequency] step 6500/50000 lr=1.93e-04 d=0.6911 pixel=0.0128 perceptual=0.5997 adv=0.0700 g_total=0.6825 1.59 it/s
[x16/learnable_frequency] step 6600/50000 lr=1.93e-04 d=0.6930 pixel=0.0121 perceptual=0.5744 adv=0.0656 g_total=0.6522 1.59 it/s
[x16/learnable_frequency] step 6700/50000 lr=1.93e-04 d=0.7474 pixel=0.0131 perceptual=0.6062 adv=0.0578 g_total=0.6771 1.59 it/s
[x16/learnable_frequency] step 6800/50000 lr=1.92e-04 d=0.6935 pixel=0.0134 perceptual=0.6023 adv=0.0671 g_total=0.6828 1.59 it/s
[x16/learnable_frequency] step 6900/50000 lr=1.92e-04 d=0.7024 pixel=0.0148 perceptual=0.6186 adv=0.0670 g_total=0.7005 1.59 it/s
[x16/learnable_frequency] step 7000/50000 lr=1.92e-04 d=0.6661 pixel=0.0137 perceptual=0.5902 adv=0.0736 g_total=0.6775 1.59 it/s
[x16/learnable_frequency] step 7000 VAL ref_ssim=0.9196 (base 0.9281) ref_mse=0.000608 (base 0.000657) best_ssim=0.9196@7000 *
[x16/learnable_frequency] step 7100/50000 lr=1.92e-04 d=0.6939 pixel=0.0132 perceptual=0.5581 adv=0.0658 g_total=0.6372 1.59 it/s
[x16/learnable_frequency] step 7200/50000 lr=1.91e-04 d=0.6885 pixel=0.0143 perceptual=0.6196 adv=0.0671 g_total=0.7010 1.59 it/s
[x16/learnable_frequency] step 7300/50000 lr=1.91e-04 d=0.6972 pixel=0.0145 perceptual=0.6232 adv=0.0634 g_total=0.7010 1.59 it/s
[x16/learnable_frequency] step 7400/50000 lr=1.91e-04 d=0.6870 pixel=0.0119 perceptual=0.5279 adv=0.0650 g_total=0.6048 1.59 it/s
[x16/learnable_frequency] step 7500/50000 lr=1.90e-04 d=0.6099 pixel=0.0124 perceptual=0.5317 adv=0.0888 g_total=0.6329 1.59 it/s
[x16/learnable_frequency] step 7600/50000 lr=1.90e-04 d=0.6785 pixel=0.0141 perceptual=0.5939 adv=0.0659 g_total=0.6739 1.59 it/s
[x16/learnable_frequency] step 7700/50000 lr=1.90e-04 d=0.6786 pixel=0.0116 perceptual=0.5270 adv=0.0611 g_total=0.5997 1.59 it/s
[x16/learnable_frequency] step 7800/50000 lr=1.90e-04 d=0.6411 pixel=0.0137 perceptual=0.5454 adv=0.0587 g_total=0.6178 1.59 it/s
[x16/learnable_frequency] step 7900/50000 lr=1.89e-04 d=0.6786 pixel=0.0163 perceptual=0.6381 adv=0.0486 g_total=0.7030 1.59 it/s
[x16/learnable_frequency] step 8000/50000 lr=1.89e-04 d=0.6842 pixel=0.0113 perceptual=0.4642 adv=0.0605 g_total=0.5359 1.59 it/s
[x16/learnable_frequency] step 8000 VAL ref_ssim=0.9053 (base 0.9281) ref_mse=0.000675 (base 0.000657) best_ssim=0.9196@7000
[x16/learnable_frequency] step 8100/50000 lr=1.89e-04 d=0.6454 pixel=0.0131 perceptual=0.5718 adv=0.0630 g_total=0.6479 1.59 it/s
[x16/learnable_frequency] step 8200/50000 lr=1.89e-04 d=0.6643 pixel=0.0142 perceptual=0.6331 adv=0.0698 g_total=0.7171 1.59 it/s
[x16/learnable_frequency] step 8300/50000 lr=1.88e-04 d=0.6755 pixel=0.0128 perceptual=0.5587 adv=0.0762 g_total=0.6476 1.59 it/s
[x16/learnable_frequency] step 8400/50000 lr=1.88e-04 d=0.7202 pixel=0.0129 perceptual=0.5834 adv=0.0639 g_total=0.6602 1.59 it/s
[x16/learnable_frequency] step 8500/50000 lr=1.88e-04 d=0.6773 pixel=0.0127 perceptual=0.5693 adv=0.0589 g_total=0.6409 1.59 it/s
[x16/learnable_frequency] step 8600/50000 lr=1.87e-04 d=0.6775 pixel=0.0140 perceptual=0.5323 adv=0.0798 g_total=0.6261 1.59 it/s
[x16/learnable_frequency] step 8700/50000 lr=1.87e-04 d=0.6887 pixel=0.0130 perceptual=0.5972 adv=0.0770 g_total=0.6871 1.59 it/s
[x16/learnable_frequency] step 8800/50000 lr=1.87e-04 d=0.6944 pixel=0.0116 perceptual=0.5003 adv=0.0784 g_total=0.5903 1.59 it/s
[x16/learnable_frequency] step 8900/50000 lr=1.86e-04 d=0.6937 pixel=0.0113 perceptual=0.5123 adv=0.0825 g_total=0.6061 1.59 it/s
[x16/learnable_frequency] step 9000/50000 lr=1.86e-04 d=0.7290 pixel=0.0149 perceptual=0.6115 adv=0.0581 g_total=0.6845 1.59 it/s
[x16/learnable_frequency] step 9000 VAL ref_ssim=0.9063 (base 0.9281) ref_mse=0.000767 (base 0.000657) best_ssim=0.9196@7000
[x16/learnable_frequency] step 9100/50000 lr=1.86e-04 d=0.6452 pixel=0.0128 perceptual=0.5851 adv=0.0898 g_total=0.6876 1.59 it/s
[x16/learnable_frequency] step 9200/50000 lr=1.85e-04 d=0.6610 pixel=0.0144 perceptual=0.6195 adv=0.0637 g_total=0.6976 1.59 it/s
[x16/learnable_frequency] step 9300/50000 lr=1.85e-04 d=0.6836 pixel=0.0128 perceptual=0.5669 adv=0.0810 g_total=0.6607 1.59 it/s
[x16/learnable_frequency] step 9400/50000 lr=1.85e-04 d=0.6685 pixel=0.0144 perceptual=0.6390 adv=0.0644 g_total=0.7178 1.59 it/s
[x16/learnable_frequency] step 9500/50000 lr=1.84e-04 d=0.6517 pixel=0.0125 perceptual=0.5672 adv=0.0680 g_total=0.6477 1.59 it/s
[x16/learnable_frequency] step 9600/50000 lr=1.84e-04 d=0.6853 pixel=0.0156 perceptual=0.6009 adv=0.0864 g_total=0.7030 1.59 it/s
[x16/learnable_frequency] step 9700/50000 lr=1.84e-04 d=0.6437 pixel=0.0183 perceptual=0.6708 adv=0.0667 g_total=0.7557 1.59 it/s
[x16/learnable_frequency] step 9800/50000 lr=1.83e-04 d=0.6894 pixel=0.0117 perceptual=0.5235 adv=0.0803 g_total=0.6156 1.59 it/s
[x16/learnable_frequency] step 9900/50000 lr=1.83e-04 d=0.6958 pixel=0.0111 perceptual=0.5145 adv=0.0900 g_total=0.6156 1.59 it/s
[x16/learnable_frequency] step 10000/50000 lr=1.83e-04 d=0.7098 pixel=0.0122 perceptual=0.5586 adv=0.0554 g_total=0.6262 1.59 it/s
[x16/learnable_frequency] step 10000 VAL ref_ssim=0.9122 (base 0.9281) ref_mse=0.000656 (base 0.000657) best_ssim=0.9196@7000
[x16/learnable_frequency] step 10100/50000 lr=1.82e-04 d=0.6697 pixel=0.0137 perceptual=0.5895 adv=0.0629 g_total=0.6660 1.59 it/s
[x16/learnable_frequency] step 10200/50000 lr=1.82e-04 d=0.6761 pixel=0.0108 perceptual=0.5147 adv=0.0668 g_total=0.5923 1.59 it/s
[x16/learnable_frequency] step 10300/50000 lr=1.82e-04 d=0.6664 pixel=0.0130 perceptual=0.5575 adv=0.0618 g_total=0.6324 1.59 it/s
[x16/learnable_frequency] step 10400/50000 lr=1.81e-04 d=0.6952 pixel=0.0136 perceptual=0.5683 adv=0.0880 g_total=0.6699 1.59 it/s
[x16/learnable_frequency] step 10500/50000 lr=1.81e-04 d=0.6508 pixel=0.0139 perceptual=0.5314 adv=0.0761 g_total=0.6214 1.59 it/s
[x16/learnable_frequency] step 10600/50000 lr=1.81e-04 d=0.6956 pixel=0.0131 perceptual=0.5829 adv=0.0818 g_total=0.6779 1.59 it/s
[x16/learnable_frequency] step 10700/50000 lr=1.80e-04 d=0.6708 pixel=0.0135 perceptual=0.5634 adv=0.0711 g_total=0.6480 1.59 it/s
[x16/learnable_frequency] step 10800/50000 lr=1.80e-04 d=0.6872 pixel=0.0139 perceptual=0.6257 adv=0.0859 g_total=0.7255 1.59 it/s
[x16/learnable_frequency] step 10900/50000 lr=1.79e-04 d=0.6545 pixel=0.0159 perceptual=0.5684 adv=0.0726 g_total=0.6570 1.59 it/s
[x16/learnable_frequency] step 11000/50000 lr=1.79e-04 d=0.6752 pixel=0.0154 perceptual=0.6049 adv=0.0801 g_total=0.7004 1.59 it/s
[x16/learnable_frequency] step 11000 VAL ref_ssim=0.9097 (base 0.9281) ref_mse=0.000697 (base 0.000657) best_ssim=0.9196@7000
[x16/learnable_frequency] step 11100/50000 lr=1.79e-04 d=0.6619 pixel=0.0144 perceptual=0.6073 adv=0.0617 g_total=0.6833 1.59 it/s
[x16/learnable_frequency] step 11200/50000 lr=1.78e-04 d=0.6760 pixel=0.0137 perceptual=0.5727 adv=0.0780 g_total=0.6645 1.59 it/s
[x16/learnable_frequency] step 11300/50000 lr=1.78e-04 d=0.6466 pixel=0.0125 perceptual=0.5149 adv=0.0684 g_total=0.5957 1.59 it/s
[x16/learnable_frequency] step 11400/50000 lr=1.77e-04 d=0.7129 pixel=0.0130 perceptual=0.5418 adv=0.0576 g_total=0.6123 1.59 it/s
[x16/learnable_frequency] step 11500/50000 lr=1.77e-04 d=0.6627 pixel=0.0114 perceptual=0.5073 adv=0.0856 g_total=0.6042 1.59 it/s
[x16/learnable_frequency] step 11600/50000 lr=1.77e-04 d=0.6797 pixel=0.0159 perceptual=0.5912 adv=0.0639 g_total=0.6710 1.59 it/s
[x16/learnable_frequency] step 11700/50000 lr=1.76e-04 d=0.7128 pixel=0.0141 perceptual=0.6151 adv=0.0715 g_total=0.7007 1.59 it/s
[x16/learnable_frequency] step 11800/50000 lr=1.76e-04 d=0.6848 pixel=0.0131 perceptual=0.5673 adv=0.0741 g_total=0.6546 1.59 it/s
[x16/learnable_frequency] step 11900/50000 lr=1.75e-04 d=0.6758 pixel=0.0131 perceptual=0.5647 adv=0.0763 g_total=0.6540 1.59 it/s
[x16/learnable_frequency] step 12000/50000 lr=1.75e-04 d=0.6667 pixel=0.0132 perceptual=0.5968 adv=0.0688 g_total=0.6788 1.59 it/s
[x16/learnable_frequency] step 12000 VAL ref_ssim=0.9157 (base 0.9281) ref_mse=0.000620 (base 0.000657) best_ssim=0.9196@7000
[x16/learnable_frequency] step 12100/50000 lr=1.75e-04 d=0.6593 pixel=0.0137 perceptual=0.5491 adv=0.0849 g_total=0.6477 1.59 it/s
[x16/learnable_frequency] step 12200/50000 lr=1.74e-04 d=0.6680 pixel=0.0141 perceptual=0.6046 adv=0.0726 g_total=0.6912 1.59 it/s
[x16/learnable_frequency] step 12300/50000 lr=1.74e-04 d=0.6967 pixel=0.0127 perceptual=0.5739 adv=0.0773 g_total=0.6640 1.59 it/s
[x16/learnable_frequency] step 12400/50000 lr=1.73e-04 d=0.6801 pixel=0.0123 perceptual=0.5329 adv=0.0797 g_total=0.6249 1.59 it/s
[x16/learnable_frequency] step 12500/50000 lr=1.73e-04 d=0.6256 pixel=0.0142 perceptual=0.6349 adv=0.0696 g_total=0.7187 1.59 it/s
[x16/learnable_frequency] step 12600/50000 lr=1.72e-04 d=0.7136 pixel=0.0149 perceptual=0.5924 adv=0.0573 g_total=0.6645 1.59 it/s
[x16/learnable_frequency] step 12700/50000 lr=1.72e-04 d=0.7039 pixel=0.0154 perceptual=0.6124 adv=0.0553 g_total=0.6830 1.59 it/s
[x16/learnable_frequency] step 12800/50000 lr=1.72e-04 d=0.6848 pixel=0.0137 perceptual=0.5934 adv=0.0681 g_total=0.6752 1.59 it/s
[x16/learnable_frequency] step 12900/50000 lr=1.71e-04 d=0.6404 pixel=0.0129 perceptual=0.5870 adv=0.0707 g_total=0.6705 1.59 it/s
[x16/learnable_frequency] step 13000/50000 lr=1.71e-04 d=0.7011 pixel=0.0150 perceptual=0.5863 adv=0.0610 g_total=0.6623 1.59 it/s
[x16/learnable_frequency] step 13000 VAL ref_ssim=0.9009 (base 0.9281) ref_mse=0.000771 (base 0.000657) best_ssim=0.9196@7000
[x16/learnable_frequency] step 13100/50000 lr=1.70e-04 d=0.6930 pixel=0.0136 perceptual=0.5784 adv=0.0857 g_total=0.6778 1.59 it/s
