step,epoch,loss,train_mse,train_ssim,val_mse,val_ssim,H_t_min,H_t_max,H_t_mean,H_t_binary_fraction,grad_norm_W,grad_norm_inverse,detector_min,detector_max,detector_mean,sigmoid_m
500,6,0.07017430663108826,0.03239721804857254,0.7179296016693115,0.03355089649558067,0.7134814680417378,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.3896856434338782,-2.2349798679351807,40.76214599609375,5.150804042816162,1.0
1000,11,0.06283792853355408,0.02693401835858822,0.7585890889167786,0.028173928096890448,0.753123420715332,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.11715900017263493,-2.0389907360076904,39.5721321105957,5.197535514831543,1.0
1500,16,0.06041426956653595,0.02560146525502205,0.7656000256538391,0.026597160890698433,0.7605516470273336,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.08061531689308,-2.1101884841918945,42.38466262817383,5.188664436340332,1.0
2000,22,0.05887768417596817,0.024408837780356407,0.7749595642089844,0.025427933519085247,0.770189101378123,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.08424843657600407,-1.9286434650421143,39.281131744384766,5.160144329071045,1.0
2500,27,0.05841953679919243,0.02463695779442787,0.7788151502609253,0.02550080889463425,0.7739977410634359,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.12444163080726717,-2.1693782806396484,41.32139587402344,5.147761344909668,1.0
3000,32,0.057255759835243225,0.023123303428292274,0.7839647531509399,0.02416245323419571,0.7786546758015951,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.08796389803511681,-1.7844398021697998,41.652591705322266,5.124767303466797,1.0
3500,38,0.0566253736615181,0.023064248263835907,0.7893961071968079,0.024033933828274408,0.7832589168548584,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.06822711978049564,-2.0501556396484375,41.33906555175781,5.204281330108643,1.0
4000,43,0.05752177536487579,0.022971099242568016,0.7870678901672363,0.023548491691549617,0.7844128591219585,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.08161815650660982,-1.7979307174682617,40.53179931640625,5.201091766357422,1.0
4500,48,0.05699814110994339,0.023273441940546036,0.7859713435173035,0.023755457237362863,0.7839842494328817,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.08460634609719915,-1.9560561180114746,42.586788177490234,5.1995978355407715,1.0
5000,54,0.05544017255306244,0.022524874657392502,0.7935723066329956,0.02353815637032191,0.7881603110631307,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.04669854701022557,-1.8408252000808716,39.19623947143555,5.227612495422363,1.0
5500,59,0.05553464964032173,0.022078469395637512,0.7937357425689697,0.02314060431222121,0.7890171831448873,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.061525618167144455,-2.3233938217163086,39.24482345581055,5.1480865478515625,1.0
6000,64,0.055249202996492386,0.022334424778819084,0.7930300235748291,0.023154844909906387,0.7899518899917602,3.0866855577518976e-23,1.0,0.49965739250183105,0.8254203796386719,0.0,0.04034849888225419,-1.8888641595840454,37.32504653930664,5.204568862915039,1.0
