run_id,dataset,pattern_mode,downscale_factor,num_patterns,compression,upsampling_type,frequency_domain_optimization,noise_mode,photon_count,sigma_read,loss,MSE,SSIM,checkpoint_path,figure_path,notes
noise/k10_sigma2_learnable_frequency_seed43,patchmnist,learnable_frequency,8,8,8.0,locality_aware,True,differentiable_poisson_plus_read,10,2,l1,0.006504821632057428,0.9331985274950664,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/noise/k10_sigma2_learnable_frequency_seed43/attempt_001/checkpoints/best.pt,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/noise/k10_sigma2_learnable_frequency_seed43/attempt_001/eval/final/figures/reconstruction_soft.png,test_soft
