run_id,dataset,pattern_mode,downscale_factor,num_patterns,compression,upsampling_type,frequency_domain_optimization,noise_mode,photon_count,sigma_read,loss,MSE,SSIM,checkpoint_path,figure_path,notes
upsampling/s128_n600_locality_aware_seed44,patchmnist,random_fixed,8,8,8.0,locality_aware,False,noise_free,10000.0,0.0,l1,0.01710687037805716,0.8401926436424255,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/upsampling/s128_n600_locality_aware_seed44/attempt_001/checkpoints/best.pt,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/upsampling/s128_n600_locality_aware_seed44/attempt_001/figures/reconstruction.png,test
