step,phase,epoch,loss,train_mse,train_ssim,val_mse,val_ssim,H_t_min,H_t_max,H_t_mean,H_t_binary_fraction,grad_norm_W,grad_norm_inverse,detector_min,detector_max,detector_mean,sigmoid_m
200,inverse_warmup_m1,4,0.056168027222156525,0.015086674131453037,0.40103742480278015,0.01491110073402524,0.3860095590353012,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,1.5393741936089012,0.10756535083055496,35.15553665161133,3.9245200157165527,1.0
400,inverse_warmup_m1,7,0.024652261286973953,0.0025808406062424183,0.875408411026001,0.002760362229309976,0.8707072138786316,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,0.8003048254290682,0.09269136190414429,37.70686721801758,3.656806468963623,1.0
600,inverse_warmup_m1,10,0.019816700369119644,0.001920065376907587,0.8771501779556274,0.001875179645139724,0.8943338692188263,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,0.13837350827105507,0.1776525229215622,33.92458724975586,3.9585952758789062,1.0
800,inverse_warmup_m1,13,0.01981862634420395,0.0017076717922464013,0.8782837986946106,0.0016124318353831768,0.8957959711551666,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,0.23518380536156164,0.13208651542663574,35.01493835449219,3.8883790969848633,1.0
1000,inverse_warmup_m1,17,0.015396284870803356,0.0011917365482077003,0.9119704961776733,0.0015271708834916353,0.9013717472553253,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,0.1733210114973658,0.045627329498529434,34.6148796081543,3.3626251220703125,1.0
1200,inverse_warmup_m1,20,0.017608510330319405,0.0014959112741053104,0.887627124786377,0.0012698437785729766,0.9076128900051117,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,0.18220256053146777,0.15267537534236908,34.993324279785156,4.190958023071289,1.0
1400,inverse_warmup_m1,23,0.01661001518368721,0.0014262126060202718,0.8103287220001221,0.0014228353975340724,0.8143539726734161,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,0.12625209717069114,0.14949443936347961,34.31395721435547,3.6320888996124268,1.0
1500,inverse_warmup_m1,25,0.01620926335453987,0.0012551548425108194,0.8963679075241089,0.001271924062166363,0.8985891044139862,0.010045974515378475,0.990330696105957,0.4999280571937561,0.028331756591796875,0.0,0.2813661915228012,0.1919783651828766,34.23844528198242,3.738240957260132,1.0
1700,joint_soft_m1,4,0.021647915244102478,0.001541306497529149,0.8750455975532532,0.001291444874368608,0.8962615132331848,0.010047120973467827,0.9903320670127869,0.49990442395210266,0.0283355712890625,1.9879959722857166e-07,0.4985155035076308,0.17526915669441223,33.92832565307617,4.177276611328125,1.0
1900,joint_soft_m1,7,0.028642980381846428,0.001634048530831933,0.8685860633850098,0.001166858826763928,0.9053767919540405,0.010047833435237408,0.9903345704078674,0.49989205598831177,0.028339385986328125,3.5254814179097593e-07,0.7207578795365093,0.1172601729631424,34.85411834716797,4.838666915893555,1.0
2100,joint_soft_m1,10,0.01604537107050419,0.00128245260566473,0.8769106864929199,0.0012475628172978759,0.8856368660926819,0.010049332864582539,0.9903366565704346,0.4998818039894104,0.028339385986328125,6.802441276931859e-08,0.04606671538322735,0.16768383979797363,35.447628021240234,4.021839141845703,1.0
2300,joint_soft_m1,13,0.017672911286354065,0.0011505219154059887,0.9068689346313477,0.0011053289053961635,0.9111650586128235,0.010052031837403774,0.9903383851051331,0.49987244606018066,0.02834320068359375,4.6509916273862473e-07,0.43947890234393916,0.2411440759897232,36.673919677734375,4.025569915771484,1.0
2500,joint_soft_m1,17,0.020928384736180305,0.001476810546591878,0.8743268251419067,0.001132926088757813,0.9109073877334595,0.010052758269011974,0.9903393387794495,0.4998660683631897,0.02835845947265625,7.29639211272115e-08,0.1335096667277793,0.12571020424365997,34.99198913574219,4.534677028656006,1.0
2700,joint_soft_m1,20,0.014662396162748337,0.0010657107923179865,0.9121677875518799,0.0011019587400369346,0.9104464948177338,0.010053839534521103,0.9903395771980286,0.49985942244529724,0.028354644775390625,8.077331159483947e-08,0.055641866154164485,0.09501829743385315,35.24555587768555,3.7021217346191406,1.0
2900,joint_soft_m1,23,0.015692071989178658,0.0012668611016124487,0.8461580276489258,0.00118705298518762,0.8518227934837341,0.010055338963866234,0.9903398156166077,0.4998503625392914,0.02837371826171875,7.947822666665161e-08,0.07725524928938626,0.06940728425979614,35.01456069946289,3.965632438659668,1.0
3100,joint_soft_m1,26,0.018295980989933014,0.0013122210511937737,0.8764814138412476,0.0011683423072099686,0.8994505405426025,0.010056408122181892,0.9903402924537659,0.49983882904052734,0.028362274169921875,1.9784786786658515e-07,0.19348781485691602,0.08972109109163284,36.47995376586914,4.132535457611084,1.0
3300,joint_soft_m1,30,0.015009905211627483,0.0010090465657413006,0.8887802362442017,0.0010726428881753236,0.9055180251598358,0.010056592524051666,0.9903407692909241,0.4998282790184021,0.028377532958984375,6.945705166572225e-08,0.11085472649012577,0.08601347357034683,35.307701110839844,3.8614158630371094,1.0
3500,joint_soft_m1,33,0.014588914811611176,0.0009955285349860787,0.9158101081848145,0.001058658875990659,0.9139880239963531,0.010057836771011353,0.9903424978256226,0.4998190999031067,0.028369903564453125,1.0477829448518605e-07,0.1649903724192948,0.11053922772407532,34.77692794799805,3.695021152496338,1.0
3700,joint_soft_m1,36,0.01563350111246109,0.0011489609023556113,0.8823328018188477,0.001076779852155596,0.8874707221984863,0.010059384629130363,0.9903430938720703,0.4998064637184143,0.028392791748046875,1.138195528938013e-07,0.20764140733483102,0.08724559098482132,34.46236801147461,3.935190200805664,1.0
3900,joint_soft_m1,39,0.015124514698982239,0.0012271113228052855,0.9067538976669312,0.001147200702689588,0.9120767116546631,0.010061231441795826,0.9903436899185181,0.4997938573360443,0.0283966064453125,6.552526343739373e-08,0.06727273030892374,0.12804369628429413,34.715457916259766,3.869919776916504,1.0
4100,joint_soft_m1,42,0.01690722070634365,0.0011166909243911505,0.9138163328170776,0.0011310051777400076,0.9117694795131683,0.01006225310266018,0.9903449416160583,0.49977701902389526,0.028400421142578125,1.822172919219156e-07,0.3508237159968148,0.2168438881635666,34.6236686706543,3.9701852798461914,1.0
4300,joint_soft_m1,46,0.015879128128290176,0.0011892479378730059,0.9101619720458984,0.001197377103380859,0.9136871695518494,0.010064751841127872,0.9903455376625061,0.49976053833961487,0.028408050537109375,1.747565363530157e-07,0.23882700201088167,0.06472993642091751,34.094764709472656,3.962946653366089,1.0
4500,joint_soft_m1,49,0.01618136651813984,0.0016905820230022073,0.8828246593475342,0.0015715876943431795,0.8894544243812561,0.010066228918731213,0.990346372127533,0.49974340200424194,0.028415679931640625,1.7228084914222563e-07,0.15033597794913625,0.061107806861400604,36.66215133666992,3.9069859981536865,1.0
4700,joint_soft_m1,52,0.016756216064095497,0.002007740316912532,0.7748710513114929,0.0019317075493745506,0.7971197068691254,0.010067136958241463,0.9903478622436523,0.4997183382511139,0.028408050537109375,2.638232956542197e-07,0.38668600340799925,0.05243717506527901,35.44697952270508,3.9110515117645264,1.0
4900,joint_soft_m1,55,0.015374533832073212,0.0011196441482752562,0.9126842021942139,0.0011162578593939543,0.9146863222122192,0.010068496689200401,0.9903494119644165,0.4996945559978485,0.02841949462890625,6.287118026193639e-07,0.2623542154485351,0.10575305670499802,34.930694580078125,3.733947515487671,1.0
5100,joint_soft_m1,59,0.01591104082763195,0.002146305749192834,0.8867672681808472,0.0018649279372766614,0.8940060436725616,0.01006937026977539,0.990349531173706,0.49965792894363403,0.02843475341796875,8.503690196448588e-08,0.04723223307250718,0.18926244974136353,35.07168197631836,4.1198859214782715,1.0
5300,joint_soft_m1,62,0.015076948329806328,0.00105615658685565,0.9142965078353882,0.0010532450687605888,0.9130811989307404,0.010069246403872967,0.9903496503829956,0.499625563621521,0.028430938720703125,2.782242916055111e-07,0.16440806080410428,0.1040676012635231,35.815059661865234,3.6765952110290527,1.0
5500,joint_soft_m1,65,0.024473965167999268,0.0017288407543674111,0.8295024633407593,0.0011976537061855197,0.8600443005561829,0.01006927527487278,0.9903488159179688,0.49959808588027954,0.0284423828125,7.225047511383309e-07,0.4348658877809644,0.12269211560487747,35.511077880859375,5.16453742980957,1.0
5700,joint_soft_m1,68,0.014429479837417603,0.0010688011534512043,0.8846744298934937,0.0011854299809783697,0.8899113237857819,0.010067355819046497,0.990348219871521,0.49957075715065,0.028453826904296875,2.638776095409412e-07,0.21321455871900083,0.07553313672542572,34.24736404418945,3.6408703327178955,1.0
5900,joint_soft_m1,71,0.016344070434570312,0.004363681189715862,0.5853351950645447,0.004705121740698814,0.5814149677753448,0.01007627509534359,0.9903468489646912,0.4995279312133789,0.028446197509765625,4.782344262821425e-07,0.40881180141921714,0.20704735815525055,35.23598861694336,3.5456173419952393,1.0
6100,joint_soft_m1,75,0.014783469960093498,0.0013623645063489676,0.89996737241745,0.0014276188449002802,0.9077859818935394,0.010073002427816391,0.9903507828712463,0.49948185682296753,0.0284576416015625,2.2498640817048e-07,0.143936208884685,0.1306324005126953,36.03725051879883,3.6351919174194336,1.0
6300,joint_soft_m1,78,0.014850319363176823,0.0009325193241238594,0.9014296531677246,0.00105683522997424,0.9133005440235138,0.010078147985041142,0.9903542995452881,0.4994591474533081,0.028461456298828125,2.772212610580027e-07,0.2598699814379458,0.1316787749528885,35.288841247558594,3.6809215545654297,1.0
6500,joint_soft_m1,81,0.01685389317572117,0.0015427961479872465,0.8577488660812378,0.0012277595815248787,0.8807655274868011,0.010076073929667473,0.9903566241264343,0.49942532181739807,0.028484344482421875,4.952609060637769e-07,0.19572150048810147,0.08559247106313705,34.653648376464844,4.173421859741211,1.0
6700,harden_m2,4,0.01508047990500927,0.001164836809039116,0.8604839444160461,0.0011901369434781373,0.8661419749259949,0.00010335707338526845,0.999904990196228,0.49930495023727417,0.27347564697265625,1.6139688341354486e-07,0.11552457737888384,0.20787779986858368,35.90424728393555,3.707274913787842,2.0
6900,harden_m2,7,0.016442494466900826,0.0011485490249469876,0.8965756893157959,0.0011479189852252603,0.9085585474967957,0.00010333203681511804,0.999904990196228,0.49924421310424805,0.27352142333984375,4.922160883324977e-07,0.2942707357196061,0.17231298983097076,38.754215240478516,3.8370766639709473,2.0
7100,harden_m2,10,0.014815053902566433,0.0012386385351419449,0.9021612405776978,0.0016259629046544433,0.9081648588180542,0.00010327490599593148,0.999904990196228,0.499146968126297,0.2736053466796875,2.1759286994438298e-07,0.10579733166801424,0.10996228456497192,35.29911804199219,3.5847978591918945,2.0
7300,harden_m2,13,0.015735909342765808,0.001096013467758894,0.8907586336135864,0.0010996940545737743,0.8934952616691589,0.00010327628842787817,0.999904990196228,0.4990416467189789,0.273681640625,5.575680006586481e-07,0.24407272032559033,0.13927339017391205,37.13056564331055,4.019818305969238,2.0
7500,harden_m2,17,0.015826525166630745,0.0009151047561317682,0.9143804311752319,0.001002442993922159,0.9149269163608551,0.000103266145742964,0.9999048709869385,0.49892565608024597,0.2737884521484375,1.0213640280198888e-06,0.36957933065967474,0.13522185385227203,36.72868728637695,3.8662033081054688,2.0
7700,harden_m2,20,0.01540747843682766,0.0012187729589641094,0.9026947021484375,0.0011226849164813757,0.9085201025009155,0.00010330799705116078,0.999904990196228,0.49885839223861694,0.273834228515625,4.1581870391382836e-07,0.24786142079759704,0.08819194883108139,36.448570251464844,4.0092878341674805,2.0
7900,harden_m4,4,0.014286847785115242,0.0009298796067014337,0.9006673693656921,0.001028977130772546,0.9162082076072693,1.0669944039420898e-08,1.0,0.4985121488571167,0.5844650268554688,2.2918364095403376e-07,0.1200055869797915,0.14412233233451843,40.00538635253906,3.7965786457061768,4.0
8100,harden_m4,7,0.013993516564369202,0.0011299552861601114,0.9025635719299316,0.0011635638657025993,0.9034877121448517,1.067029042900458e-08,1.0,0.49833226203918457,0.5846481323242188,2.4923360797401983e-07,0.12072199791532118,0.14937247335910797,39.5022087097168,3.738414764404297,4.0
8300,harden_m4,10,0.013832016848027706,0.0008658362203277647,0.921716570854187,0.0009685060358606279,0.917646586894989,1.0675217154698657e-08,1.0,0.4981709420681,0.5848541259765625,9.7803751941683e-07,0.15609268873913965,0.16158851981163025,37.750118255615234,3.533479690551758,4.0
8500,harden_m4,13,0.014633013866841793,0.0009540714090690017,0.9087700247764587,0.0009156153537333012,0.9140199422836304,1.0679595874307779e-08,1.0,0.4979684054851532,0.5850677490234375,5.734792694056523e-07,0.12280111767959868,0.10749080032110214,37.974124908447266,3.9406938552856445,4.0
8700,harden_m4,17,0.015292363241314888,0.0010658921673893929,0.9137856960296631,0.0010007022647187114,0.9185777604579926,1.0681306505944121e-08,1.0,0.4977007508277893,0.5853424072265625,1.3567707810580032e-06,0.3033444961313125,0.1337496042251587,37.886566162109375,3.937966823577881,4.0
8900,harden_m4,20,0.024816375225782394,0.001963638700544834,0.8297431468963623,0.0010896811145357788,0.8869867324829102,1.0684812146166678e-08,1.0,0.49744492769241333,0.5855712890625,3.471681395694759e-07,0.29998726472841586,0.12964434921741486,37.860870361328125,5.223708152770996,4.0
9100,harden_m8,4,0.015071369707584381,0.001143850153312087,0.8997336626052856,0.0010690260387491435,0.9033628702163696,1.139806841448095e-16,1.0,0.4972963333129883,0.786834716796875,8.609592896391405e-07,0.25409523385774985,0.1283041089773178,39.305973052978516,3.989725112915039,8.0
9300,harden_m8,7,0.013665063306689262,0.0010157683864235878,0.9199843406677246,0.0010403598425909877,0.9177565574645996,1.1314115538007229e-16,1.0,0.49652546644210815,0.7879905700683594,3.4240872537338873e-07,0.11402455502005651,0.16997691988945007,39.01237106323242,3.6490278244018555,8.0
9500,harden_m8,10,0.014318697154521942,0.0007826790679246187,0.9226092100143433,0.0009205734240822494,0.9187635481357574,1.1353546245190896e-16,1.0,0.49605804681777954,0.7889671325683594,1.7537325902594603e-06,0.3216027932897682,0.05178092420101166,39.738609313964844,3.585357427597046,8.0
9700,harden_m8,13,0.02009005844593048,0.00147826480679214,0.8825123906135559,0.0009234776953235269,0.9103848934173584,1.1388115777350713e-16,1.0,0.4950326681137085,0.7908401489257812,1.607979356776923e-06,0.38256976762597394,0.11907707899808884,37.92304611206055,4.585740089416504,8.0
9900,harden_m8,17,0.013337133452296257,0.0009422195726074278,0.9163626432418823,0.000994588597677648,0.9163362085819244,1.1470082096865327e-16,1.0,0.4945482909679413,0.7922477722167969,4.225191219120461e-07,0.11815460335065202,0.1528307944536209,36.99367904663086,3.7781152725219727,8.0
10100,harden_m8,20,0.014370235614478588,0.0009525881614536047,0.9185805320739746,0.0008273848798125982,0.922705888748169,1.146028298445678e-16,1.0,0.4942033290863037,0.793914794921875,4.7098691879909893e-07,0.029022365371857213,0.06446931511163712,43.81371307373047,4.044223785400391,8.0
