run_id,dataset,pattern_mode,downscale_factor,num_patterns,compression,upsampling_type,frequency_domain_optimization,noise_mode,photon_count,sigma_read,loss,MSE,SSIM,checkpoint_path,figure_path,notes
content/bbbc022_x16_learnable_frequency_seed44,bbbc022_preproc_ablation,learnable_frequency,8,4,16.0,locality_aware,True,noise_free,10000.0,0.0,l1,0.0006192514090798795,0.930686108271281,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/content/bbbc022_x16_learnable_frequency_seed44/attempt_001/checkpoints/best.pt,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/content/bbbc022_x16_learnable_frequency_seed44/attempt_001/eval/final/figures/reconstruction_soft.png,test_soft
