step,epoch,loss,train_mse,train_ssim,val_mse,val_ssim,H_t_min,H_t_max,H_t_mean,H_t_binary_fraction,grad_norm_W,grad_norm_inverse,detector_min,detector_max,detector_mean,sigmoid_m
500,6,0.06952059268951416,0.03128768876194954,0.7184423208236694,0.0325024863705039,0.7128052910168966,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.23407745302595429,-0.8596170544624329,40.88736343383789,5.147756576538086,1.0
1000,11,0.06127246096730232,0.026167917996644974,0.763167679309845,0.026755624761184055,0.7614796211322149,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.10289247616135722,-0.8216329216957092,40.297149658203125,5.170309066772461,1.0
1500,16,0.05881493538618088,0.02424422651529312,0.7815740704536438,0.0249176233386,0.7771556874116262,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.10108269417013202,-0.8297986388206482,38.321083068847656,5.19059419631958,1.0
2000,22,0.05721098184585571,0.02312350645661354,0.7904596328735352,0.023995517908285063,0.7847720583279928,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.10861449476224813,-0.8037755489349365,40.02705764770508,5.248496055603027,1.0
2500,27,0.055947355926036835,0.023783467710018158,0.7940517067909241,0.024648247597118218,0.7888127913077673,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.07796940169595241,-0.9256850481033325,39.44147872924805,5.239071846008301,1.0
3000,32,0.054068200290203094,0.021311137825250626,0.799493670463562,0.022637402173131704,0.7923317402601242,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.05793971373300117,-0.7854486107826233,39.62128829956055,5.1474928855896,1.0
3500,38,0.054215773940086365,0.021509330719709396,0.8011937737464905,0.022668831516057253,0.7939010113477707,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.07555951471604744,-0.9288070201873779,39.40373992919922,5.199814319610596,1.0
4000,43,0.05421752482652664,0.021418768912553787,0.8030120134353638,0.022174658253788948,0.798409178853035,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.06374951105773732,-1.0066016912460327,41.86356735229492,5.165607452392578,1.0
4500,48,0.05241907387971878,0.020683951675891876,0.809506356716156,0.022131499213476975,0.8008172462383906,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.05493206891490004,-0.8756674528121948,42.09101486206055,5.139476776123047,1.0
5000,54,0.053123027086257935,0.021139726042747498,0.8078300952911377,0.021985786811759073,0.8032882561286291,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.08021686060818939,-1.1496617794036865,39.653865814208984,5.203534126281738,1.0
5500,59,0.052721068263053894,0.020798329263925552,0.8078896403312683,0.02165971091017127,0.8023600926001867,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.07936587572168594,-0.8850696682929993,41.25878143310547,5.189093589782715,1.0
6000,64,0.05285197123885155,0.020561082288622856,0.8101578950881958,0.02127454321210583,0.8054229666789373,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.07082689658113372,-0.8170400857925415,42.43022537231445,5.228298187255859,1.0
6500,70,0.052314549684524536,0.020168442279100418,0.810731053352356,0.021140508198489744,0.8050428777933121,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.05811652229485729,-0.7556473612785339,42.42563247680664,5.214653015136719,1.0
7000,75,0.05194234102964401,0.02006744220852852,0.8108211755752563,0.020964113684991997,0.8066639006137848,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.08569158894349076,-0.7911454439163208,41.01712417602539,5.20158576965332,1.0
7350,79,0.0517784021794796,0.020143553614616394,0.8153417706489563,0.021134835047026474,0.8088699579238892,9.642706125646334e-21,1.0,0.5000282526016235,0.8262901306152344,0.0,0.04843989898783511,-0.7323123216629028,42.845489501953125,5.203638553619385,1.0
