step,phase,epoch,loss,train_mse,train_ssim,val_mse,val_ssim,H_t_min,H_t_max,H_t_mean,H_t_binary_fraction,grad_norm_W,grad_norm_inverse,detector_min,detector_max,detector_mean,sigmoid_m
500,inverse_warmup_m1,6,0.08578260242938995,0.04262315109372139,0.6465373635292053,0.044192897498607636,0.6423376720746358,0.010792618617415428,0.9884657859802246,0.5003795027732849,0.028184890747070312,0.0,0.4515074396584206,-1.924941062927246,39.64300537109375,5.147716522216797,1.0
1000,inverse_warmup_m1,11,0.07937350124120712,0.03741840273141861,0.6763272285461426,0.03807538880904516,0.676709942181905,0.010792618617415428,0.9884657859802246,0.5003795027732849,0.028184890747070312,0.0,0.0705820774491195,-1.840431571006775,37.560760498046875,5.160323619842529,1.0
1500,inverse_warmup_m1,16,0.07668960094451904,0.03564891219139099,0.6930223107337952,0.03692677171031634,0.686844230333964,0.010792618617415428,0.9884657859802246,0.5003795027732849,0.028184890747070312,0.0,0.09901688095643696,-1.9832818508148193,36.80617141723633,5.175025939941406,1.0
2000,inverse_warmup_m1,22,0.07520388066768646,0.035430558025836945,0.6944043636322021,0.03672653212149938,0.6894932699203491,0.010792618617415428,0.9884657859802246,0.5003795027732849,0.028184890747070312,0.0,0.043761201087771075,-2.180372476577759,35.901100158691406,5.198201656341553,1.0
2500,inverse_warmup_m1,27,0.07475446164608002,0.038457565009593964,0.6975184679031372,0.040152391920487085,0.6899769700368246,0.010792618617415428,0.9884657859802246,0.5003795027732849,0.028184890747070312,0.0,0.0637833115308043,-1.8950605392456055,39.601497650146484,5.183679580688477,1.0
3000,inverse_warmup_m1,32,0.07345724105834961,0.034407831728458405,0.7031164169311523,0.035325091024239856,0.698937121073405,0.010792618617415428,0.9884657859802246,0.5003795027732849,0.028184890747070312,0.0,0.056746397307622126,-1.8844273090362549,36.910400390625,5.224602699279785,1.0
3500,joint_soft_m1,6,0.06796003878116608,0.03032843768596649,0.7324020266532898,0.03183593046665192,0.7250519916216532,0.010781831108033657,0.9883058071136475,0.4999956786632538,0.028963088989257812,5.949581804998161e-07,0.06965113480889039,-1.8695391416549683,39.082027435302734,5.187769889831543,1.0
4000,joint_soft_m1,11,0.06301426887512207,0.027316918596625328,0.7514008283615112,0.028515350326895714,0.7468191754023235,0.010778668336570263,0.9881779551506042,0.4994971454143524,0.029872894287109375,5.970488814455166e-07,0.05715663914801568,-1.9785497188568115,36.181480407714844,5.186337471008301,1.0
4500,joint_soft_m1,16,0.059544969350099564,0.024526342749595642,0.7734272480010986,0.025109184821446737,0.7711577860514323,0.010796405375003815,0.9880917072296143,0.49894386529922485,0.030977249145507812,5.783786605206842e-07,0.033026013731559875,-2.0832111835479736,37.640357971191406,5.153237342834473,1.0
5000,joint_soft_m1,22,0.055972468107938766,0.022338053211569786,0.7902616858482361,0.023045532072583835,0.7868746101061503,0.010818040929734707,0.9880303740501404,0.49836495518684387,0.031948089599609375,5.649529271067877e-07,0.05033315750751261,-2.3279917240142822,39.205387115478516,5.173174858093262,1.0
