[x16/random_fixed] loading frozen base ...
[x16/random_fixed] building caches (frozen base forward) ...
[x16/random_fixed] cache: train=7920 val=40 test=60 (62s)
/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/.venv/lib/python3.12/site-packages/timm/models/layers/__init__.py:49: FutureWarning: Importing from timm.models.layers is deprecated, please import via timm.layers
  warnings.warn(f"Importing from {__name__} is deprecated, please import via timm.layers", FutureWarning)
/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/.venv/lib/python3.12/site-packages/torch/functional.py:505: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4381.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
[x16/random_fixed] SwinIR params=11.50M embed_dim=180 depths=[6, 6, 6, 6, 6, 6] identity_init=True
[x16/random_fixed] base val: ssim=0.9249 mse=0.000743
[x16/random_fixed] step 100/50000 lr=4.00e-05 d=0.6712 pixel=0.0183 perceptual=1.0825 adv=0.0714 g_total=1.1722 1.63 it/s
[x16/random_fixed] step 200/50000 lr=8.00e-05 d=0.5943 pixel=0.0158 perceptual=0.9728 adv=0.0875 g_total=1.0760 1.61 it/s
[x16/random_fixed] step 300/50000 lr=1.20e-04 d=0.6707 pixel=0.0136 perceptual=0.7144 adv=0.0765 g_total=0.8045 1.62 it/s
[x16/random_fixed] step 400/50000 lr=1.60e-04 d=0.6392 pixel=0.0156 perceptual=0.7711 adv=0.0820 g_total=0.8687 1.63 it/s
[x16/random_fixed] step 500/50000 lr=2.00e-04 d=0.6471 pixel=0.0156 perceptual=0.7928 adv=0.0699 g_total=0.8783 1.63 it/s
[x16/random_fixed] step 600/50000 lr=2.00e-04 d=0.6900 pixel=0.0146 perceptual=0.7033 adv=0.0575 g_total=0.7753 1.63 it/s
[x16/random_fixed] step 700/50000 lr=2.00e-04 d=0.6597 pixel=0.0173 perceptual=0.7747 adv=0.0688 g_total=0.8609 1.63 it/s
[x16/random_fixed] step 800/50000 lr=2.00e-04 d=0.6922 pixel=0.0128 perceptual=0.6135 adv=0.0836 g_total=0.7098 1.63 it/s
[x16/random_fixed] step 900/50000 lr=2.00e-04 d=0.6577 pixel=0.0164 perceptual=0.6913 adv=0.0595 g_total=0.7672 1.63 it/s
[x16/random_fixed] step 1000/50000 lr=2.00e-04 d=0.7072 pixel=0.0156 perceptual=0.6924 adv=0.0737 g_total=0.7817 1.63 it/s
[x16/random_fixed] step 1000 VAL ref_ssim=0.9019 (base 0.9249) ref_mse=0.000805 (base 0.000743) best_ssim=0.9019@1000 *
[x16/random_fixed] step 1100/50000 lr=2.00e-04 d=0.6675 pixel=0.0173 perceptual=0.7084 adv=0.0875 g_total=0.8132 1.60 it/s
[x16/random_fixed] step 1200/50000 lr=2.00e-04 d=0.6972 pixel=0.0143 perceptual=0.6414 adv=0.0848 g_total=0.7405 1.60 it/s
[x16/random_fixed] step 1300/50000 lr=2.00e-04 d=0.6518 pixel=0.0147 perceptual=0.6946 adv=0.0831 g_total=0.7924 1.61 it/s
[x16/random_fixed] step 1400/50000 lr=2.00e-04 d=0.6476 pixel=0.0168 perceptual=0.6600 adv=0.0749 g_total=0.7517 1.61 it/s
[x16/random_fixed] step 1500/50000 lr=2.00e-04 d=0.7019 pixel=0.0111 perceptual=0.5676 adv=0.0838 g_total=0.6625 1.61 it/s
[x16/random_fixed] step 1600/50000 lr=2.00e-04 d=0.6941 pixel=0.0131 perceptual=0.6180 adv=0.0731 g_total=0.7042 1.61 it/s
[x16/random_fixed] step 1700/50000 lr=2.00e-04 d=0.7310 pixel=0.0133 perceptual=0.5998 adv=0.0637 g_total=0.6769 1.61 it/s
[x16/random_fixed] step 1800/50000 lr=2.00e-04 d=0.6885 pixel=0.0178 perceptual=0.7835 adv=0.0678 g_total=0.8691 1.61 it/s
[x16/random_fixed] step 1900/50000 lr=2.00e-04 d=0.6940 pixel=0.0151 perceptual=0.6546 adv=0.0740 g_total=0.7438 1.61 it/s
[x16/random_fixed] step 2000/50000 lr=2.00e-04 d=0.6715 pixel=0.0129 perceptual=0.6074 adv=0.0654 g_total=0.6857 1.61 it/s
[x16/random_fixed] step 2000 VAL ref_ssim=0.9113 (base 0.9249) ref_mse=0.000767 (base 0.000743) best_ssim=0.9113@2000 *
[x16/random_fixed] step 2100/50000 lr=1.99e-04 d=0.6920 pixel=0.0141 perceptual=0.6176 adv=0.0727 g_total=0.7044 1.60 it/s
[x16/random_fixed] step 2200/50000 lr=1.99e-04 d=0.6984 pixel=0.0131 perceptual=0.5949 adv=0.0722 g_total=0.6802 1.60 it/s
[x16/random_fixed] step 2300/50000 lr=1.99e-04 d=0.6733 pixel=0.0133 perceptual=0.6110 adv=0.0747 g_total=0.6990 1.60 it/s
[x16/random_fixed] step 2400/50000 lr=1.99e-04 d=0.6955 pixel=0.0141 perceptual=0.6401 adv=0.0713 g_total=0.7255 1.60 it/s
[x16/random_fixed] step 2500/50000 lr=1.99e-04 d=0.6934 pixel=0.0141 perceptual=0.6175 adv=0.0701 g_total=0.7018 1.60 it/s
[x16/random_fixed] step 2600/50000 lr=1.99e-04 d=0.6690 pixel=0.0126 perceptual=0.5756 adv=0.0675 g_total=0.6557 1.60 it/s
[x16/random_fixed] step 2700/50000 lr=1.99e-04 d=0.6944 pixel=0.0127 perceptual=0.5644 adv=0.0702 g_total=0.6473 1.60 it/s
[x16/random_fixed] step 2800/50000 lr=1.99e-04 d=0.6933 pixel=0.0139 perceptual=0.6183 adv=0.0693 g_total=0.7015 1.60 it/s
[x16/random_fixed] step 2900/50000 lr=1.99e-04 d=0.7166 pixel=0.0153 perceptual=0.7188 adv=0.0840 g_total=0.8181 1.60 it/s
[x16/random_fixed] step 3000/50000 lr=1.99e-04 d=0.6932 pixel=0.0120 perceptual=0.5543 adv=0.0698 g_total=0.6361 1.61 it/s
[x16/random_fixed] step 3000 VAL ref_ssim=0.9151 (base 0.9249) ref_mse=0.000699 (base 0.000743) best_ssim=0.9151@3000 *
[x16/random_fixed] step 3100/50000 lr=1.99e-04 d=0.6928 pixel=0.0130 perceptual=0.5842 adv=0.0693 g_total=0.6664 1.60 it/s
[x16/random_fixed] step 3200/50000 lr=1.99e-04 d=0.7036 pixel=0.0143 perceptual=0.5921 adv=0.0755 g_total=0.6819 1.60 it/s
[x16/random_fixed] step 3300/50000 lr=1.98e-04 d=0.6943 pixel=0.0155 perceptual=0.7061 adv=0.0728 g_total=0.7944 1.60 it/s
[x16/random_fixed] step 3400/50000 lr=1.98e-04 d=0.6901 pixel=0.0139 perceptual=0.5866 adv=0.0710 g_total=0.6715 1.60 it/s
[x16/random_fixed] step 3500/50000 lr=1.98e-04 d=0.6937 pixel=0.0124 perceptual=0.5626 adv=0.0675 g_total=0.6425 1.60 it/s
[x16/random_fixed] step 3600/50000 lr=1.98e-04 d=0.6921 pixel=0.0142 perceptual=0.5822 adv=0.0690 g_total=0.6654 1.60 it/s
[x16/random_fixed] step 3700/50000 lr=1.98e-04 d=0.7631 pixel=0.0130 perceptual=0.6114 adv=0.0759 g_total=0.7003 1.60 it/s
[x16/random_fixed] step 3800/50000 lr=1.98e-04 d=0.6932 pixel=0.0155 perceptual=0.6371 adv=0.0693 g_total=0.7219 1.60 it/s
[x16/random_fixed] step 3900/50000 lr=1.98e-04 d=0.7034 pixel=0.0132 perceptual=0.5674 adv=0.0796 g_total=0.6602 1.60 it/s
[x16/random_fixed] step 4000/50000 lr=1.98e-04 d=0.6805 pixel=0.0124 perceptual=0.5613 adv=0.0732 g_total=0.6469 1.60 it/s
[x16/random_fixed] step 4000 VAL ref_ssim=0.9132 (base 0.9249) ref_mse=0.000691 (base 0.000743) best_ssim=0.9151@3000
[x16/random_fixed] step 4100/50000 lr=1.97e-04 d=0.6938 pixel=0.0128 perceptual=0.5889 adv=0.0711 g_total=0.6727 1.60 it/s
[x16/random_fixed] step 4200/50000 lr=1.97e-04 d=0.6875 pixel=0.0114 perceptual=0.5204 adv=0.0710 g_total=0.6028 1.60 it/s
[x16/random_fixed] step 4300/50000 lr=1.97e-04 d=0.6956 pixel=0.0137 perceptual=0.5997 adv=0.0698 g_total=0.6831 1.60 it/s
[x16/random_fixed] step 4400/50000 lr=1.97e-04 d=0.6887 pixel=0.0130 perceptual=0.5764 adv=0.0699 g_total=0.6593 1.60 it/s
[x16/random_fixed] step 4500/50000 lr=1.97e-04 d=0.6987 pixel=0.0136 perceptual=0.6180 adv=0.0697 g_total=0.7014 1.60 it/s
[x16/random_fixed] step 4600/50000 lr=1.97e-04 d=0.7220 pixel=0.0147 perceptual=0.5453 adv=0.0721 g_total=0.6321 1.60 it/s
[x16/random_fixed] step 4700/50000 lr=1.97e-04 d=0.6948 pixel=0.0124 perceptual=0.5621 adv=0.0679 g_total=0.6423 1.60 it/s
[x16/random_fixed] step 4800/50000 lr=1.96e-04 d=0.6685 pixel=0.0140 perceptual=0.6163 adv=0.0783 g_total=0.7085 1.60 it/s
[x16/random_fixed] step 4900/50000 lr=1.96e-04 d=0.7046 pixel=0.0121 perceptual=0.5459 adv=0.0674 g_total=0.6253 1.60 it/s
[x16/random_fixed] step 5000/50000 lr=1.96e-04 d=0.6899 pixel=0.0147 perceptual=0.6485 adv=0.0689 g_total=0.7322 1.60 it/s
[x16/random_fixed] step 5000 VAL ref_ssim=0.9104 (base 0.9249) ref_mse=0.000715 (base 0.000743) best_ssim=0.9151@3000
[x16/random_fixed] step 5100/50000 lr=1.96e-04 d=0.6828 pixel=0.0117 perceptual=0.5288 adv=0.0703 g_total=0.6108 1.60 it/s
[x16/random_fixed] step 5200/50000 lr=1.96e-04 d=0.6949 pixel=0.0122 perceptual=0.5554 adv=0.0669 g_total=0.6345 1.60 it/s
[x16/random_fixed] step 5300/50000 lr=1.95e-04 d=0.6898 pixel=0.0138 perceptual=0.5849 adv=0.0696 g_total=0.6683 1.60 it/s
[x16/random_fixed] step 5400/50000 lr=1.95e-04 d=0.6940 pixel=0.0148 perceptual=0.6460 adv=0.0670 g_total=0.7278 1.60 it/s
[x16/random_fixed] step 5500/50000 lr=1.95e-04 d=0.6913 pixel=0.0128 perceptual=0.5804 adv=0.0690 g_total=0.6623 1.60 it/s
[x16/random_fixed] step 5600/50000 lr=1.95e-04 d=0.6701 pixel=0.0123 perceptual=0.5285 adv=0.0725 g_total=0.6133 1.60 it/s
[x16/random_fixed] step 5700/50000 lr=1.95e-04 d=0.6664 pixel=0.0139 perceptual=0.6502 adv=0.0761 g_total=0.7403 1.60 it/s
[x16/random_fixed] step 5800/50000 lr=1.95e-04 d=0.6895 pixel=0.0129 perceptual=0.5823 adv=0.0697 g_total=0.6648 1.60 it/s
[x16/random_fixed] step 5900/50000 lr=1.94e-04 d=0.6864 pixel=0.0138 perceptual=0.5951 adv=0.0702 g_total=0.6792 1.60 it/s
[x16/random_fixed] step 6000/50000 lr=1.94e-04 d=0.6896 pixel=0.0130 perceptual=0.5770 adv=0.0693 g_total=0.6592 1.60 it/s
[x16/random_fixed] step 6000 VAL ref_ssim=0.9153 (base 0.9249) ref_mse=0.000689 (base 0.000743) best_ssim=0.9153@6000 *
[x16/random_fixed] step 6100/50000 lr=1.94e-04 d=0.6912 pixel=0.0119 perceptual=0.5395 adv=0.0683 g_total=0.6196 1.60 it/s
[x16/random_fixed] step 6200/50000 lr=1.94e-04 d=0.6845 pixel=0.0121 perceptual=0.5618 adv=0.0724 g_total=0.6463 1.60 it/s
[x16/random_fixed] step 6300/50000 lr=1.93e-04 d=0.6930 pixel=0.0122 perceptual=0.5200 adv=0.0689 g_total=0.6011 1.60 it/s
[x16/random_fixed] step 6400/50000 lr=1.93e-04 d=0.6873 pixel=0.0147 perceptual=0.5809 adv=0.0691 g_total=0.6647 1.60 it/s
[x16/random_fixed] step 6500/50000 lr=1.93e-04 d=0.6903 pixel=0.0114 perceptual=0.5476 adv=0.0691 g_total=0.6281 1.60 it/s
[x16/random_fixed] step 6600/50000 lr=1.93e-04 d=0.6870 pixel=0.0116 perceptual=0.5091 adv=0.0730 g_total=0.5937 1.60 it/s
[x16/random_fixed] step 6700/50000 lr=1.93e-04 d=0.6868 pixel=0.0110 perceptual=0.4981 adv=0.0681 g_total=0.5771 1.60 it/s
[x16/random_fixed] step 6800/50000 lr=1.92e-04 d=0.6943 pixel=0.0132 perceptual=0.5849 adv=0.0667 g_total=0.6648 1.60 it/s
[x16/random_fixed] step 6900/50000 lr=1.92e-04 d=0.6851 pixel=0.0144 perceptual=0.6305 adv=0.0703 g_total=0.7152 1.60 it/s
[x16/random_fixed] step 7000/50000 lr=1.92e-04 d=0.6236 pixel=0.0129 perceptual=0.5811 adv=0.0703 g_total=0.6643 1.60 it/s
[x16/random_fixed] step 7000 VAL ref_ssim=0.9153 (base 0.9249) ref_mse=0.000681 (base 0.000743) best_ssim=0.9153@6000
[x16/random_fixed] step 7100/50000 lr=1.92e-04 d=0.6963 pixel=0.0137 perceptual=0.6134 adv=0.0673 g_total=0.6943 1.59 it/s
[x16/random_fixed] step 7200/50000 lr=1.91e-04 d=0.6892 pixel=0.0100 perceptual=0.4798 adv=0.0684 g_total=0.5582 1.60 it/s
[x16/random_fixed] step 7300/50000 lr=1.91e-04 d=0.5297 pixel=0.0125 perceptual=0.5678 adv=0.0698 g_total=0.6501 1.60 it/s
[x16/random_fixed] step 7400/50000 lr=1.91e-04 d=0.6910 pixel=0.0112 perceptual=0.5210 adv=0.0706 g_total=0.6028 1.60 it/s
[x16/random_fixed] step 7500/50000 lr=1.90e-04 d=0.6945 pixel=0.0121 perceptual=0.5793 adv=0.0721 g_total=0.6634 1.60 it/s
[x16/random_fixed] step 7600/50000 lr=1.90e-04 d=0.6945 pixel=0.0118 perceptual=0.5299 adv=0.0697 g_total=0.6113 1.60 it/s
[x16/random_fixed] step 7700/50000 lr=1.90e-04 d=0.6781 pixel=0.0123 perceptual=0.5672 adv=0.0713 g_total=0.6509 1.60 it/s
[x16/random_fixed] step 7800/50000 lr=1.90e-04 d=0.6887 pixel=0.0116 perceptual=0.5399 adv=0.0745 g_total=0.6260 1.60 it/s
[x16/random_fixed] step 7900/50000 lr=1.89e-04 d=0.6862 pixel=0.0130 perceptual=0.5880 adv=0.0703 g_total=0.6712 1.60 it/s
[x16/random_fixed] step 8000/50000 lr=1.89e-04 d=0.6873 pixel=0.0137 perceptual=0.6335 adv=0.0699 g_total=0.7171 1.60 it/s
[x16/random_fixed] step 8000 VAL ref_ssim=0.9152 (base 0.9249) ref_mse=0.000709 (base 0.000743) best_ssim=0.9153@6000
[x16/random_fixed] step 8100/50000 lr=1.89e-04 d=0.6924 pixel=0.0147 perceptual=0.5705 adv=0.0707 g_total=0.6559 1.59 it/s
[x16/random_fixed] step 8200/50000 lr=1.89e-04 d=0.8874 pixel=0.0124 perceptual=0.5485 adv=0.0812 g_total=0.6420 1.60 it/s
[x16/random_fixed] step 8300/50000 lr=1.88e-04 d=0.6880 pixel=0.0135 perceptual=0.5789 adv=0.0718 g_total=0.6642 1.60 it/s
[x16/random_fixed] step 8400/50000 lr=1.88e-04 d=0.7000 pixel=0.0120 perceptual=0.5750 adv=0.0702 g_total=0.6571 1.60 it/s
[x16/random_fixed] step 8500/50000 lr=1.88e-04 d=0.7047 pixel=0.0134 perceptual=0.5966 adv=0.0775 g_total=0.6875 1.60 it/s
[x16/random_fixed] step 8600/50000 lr=1.87e-04 d=0.6786 pixel=0.0121 perceptual=0.5244 adv=0.0683 g_total=0.6048 1.60 it/s
[x16/random_fixed] step 8700/50000 lr=1.87e-04 d=0.6606 pixel=0.0145 perceptual=0.5770 adv=0.0667 g_total=0.6582 1.60 it/s
[x16/random_fixed] step 8800/50000 lr=1.87e-04 d=0.6934 pixel=0.0126 perceptual=0.5757 adv=0.0718 g_total=0.6601 1.60 it/s
[x16/random_fixed] step 8900/50000 lr=1.86e-04 d=0.6689 pixel=0.0135 perceptual=0.5724 adv=0.0689 g_total=0.6548 1.60 it/s
[x16/random_fixed] step 9000/50000 lr=1.86e-04 d=0.6697 pixel=0.0132 perceptual=0.6111 adv=0.0680 g_total=0.6923 1.60 it/s
[x16/random_fixed] step 9000 VAL ref_ssim=0.9139 (base 0.9249) ref_mse=0.000698 (base 0.000743) best_ssim=0.9153@6000
[x16/random_fixed] step 9100/50000 lr=1.86e-04 d=0.6874 pixel=0.0127 perceptual=0.5610 adv=0.0689 g_total=0.6426 1.59 it/s
[x16/random_fixed] step 9200/50000 lr=1.85e-04 d=0.6468 pixel=0.0144 perceptual=0.6080 adv=0.0675 g_total=0.6899 1.59 it/s
[x16/random_fixed] step 9300/50000 lr=1.85e-04 d=0.6738 pixel=0.0142 perceptual=0.5637 adv=0.0539 g_total=0.6319 1.59 it/s
[x16/random_fixed] step 9400/50000 lr=1.85e-04 d=0.7122 pixel=0.0125 perceptual=0.5598 adv=0.0840 g_total=0.6563 1.60 it/s
[x16/random_fixed] step 9500/50000 lr=1.84e-04 d=0.7005 pixel=0.0156 perceptual=0.5883 adv=0.0531 g_total=0.6571 1.60 it/s
[x16/random_fixed] step 9600/50000 lr=1.84e-04 d=0.7013 pixel=0.0131 perceptual=0.5644 adv=0.0821 g_total=0.6596 1.60 it/s
[x16/random_fixed] step 9700/50000 lr=1.84e-04 d=0.6893 pixel=0.0142 perceptual=0.6227 adv=0.0773 g_total=0.7142 1.60 it/s
[x16/random_fixed] step 9800/50000 lr=1.83e-04 d=0.6938 pixel=0.0121 perceptual=0.5611 adv=0.0757 g_total=0.6489 1.60 it/s
[x16/random_fixed] step 9900/50000 lr=1.83e-04 d=0.6791 pixel=0.0123 perceptual=0.5548 adv=0.0521 g_total=0.6192 1.60 it/s
[x16/random_fixed] step 10000/50000 lr=1.83e-04 d=0.6154 pixel=0.0142 perceptual=0.5806 adv=0.0630 g_total=0.6578 1.60 it/s
[x16/random_fixed] step 10000 VAL ref_ssim=0.9114 (base 0.9249) ref_mse=0.000705 (base 0.000743) best_ssim=0.9153@6000
[x16/random_fixed] step 10100/50000 lr=1.82e-04 d=0.6636 pixel=0.0129 perceptual=0.5875 adv=0.0560 g_total=0.6564 1.59 it/s
[x16/random_fixed] step 10200/50000 lr=1.82e-04 d=0.7093 pixel=0.0133 perceptual=0.5035 adv=0.0840 g_total=0.6008 1.59 it/s
[x16/random_fixed] step 10300/50000 lr=1.82e-04 d=0.6746 pixel=0.0138 perceptual=0.5976 adv=0.0747 g_total=0.6862 1.59 it/s
[x16/random_fixed] step 10400/50000 lr=1.81e-04 d=0.7048 pixel=0.0140 perceptual=0.5784 adv=0.0588 g_total=0.6512 1.59 it/s
[x16/random_fixed] step 10500/50000 lr=1.81e-04 d=0.6841 pixel=0.0104 perceptual=0.5029 adv=0.0717 g_total=0.5851 1.59 it/s
[x16/random_fixed] step 10600/50000 lr=1.81e-04 d=0.6867 pixel=0.0131 perceptual=0.5891 adv=0.0825 g_total=0.6846 1.60 it/s
[x16/random_fixed] step 10700/50000 lr=1.80e-04 d=0.6937 pixel=0.0141 perceptual=0.6245 adv=0.0763 g_total=0.7149 1.60 it/s
[x16/random_fixed] step 10800/50000 lr=1.80e-04 d=0.6978 pixel=0.0121 perceptual=0.5234 adv=0.0854 g_total=0.6209 1.60 it/s
[x16/random_fixed] step 10900/50000 lr=1.79e-04 d=0.7080 pixel=0.0141 perceptual=0.5877 adv=0.0474 g_total=0.6492 1.60 it/s
[x16/random_fixed] step 11000/50000 lr=1.79e-04 d=0.7188 pixel=0.0121 perceptual=0.5570 adv=0.0806 g_total=0.6496 1.60 it/s
[x16/random_fixed] step 11000 VAL ref_ssim=0.9077 (base 0.9249) ref_mse=0.000717 (base 0.000743) best_ssim=0.9153@6000
[x16/random_fixed] step 11100/50000 lr=1.79e-04 d=0.6797 pixel=0.0144 perceptual=0.6083 adv=0.0769 g_total=0.6995 1.59 it/s
[x16/random_fixed] step 11200/50000 lr=1.78e-04 d=0.6406 pixel=0.0139 perceptual=0.5734 adv=0.0611 g_total=0.6484 1.59 it/s
[x16/random_fixed] step 11300/50000 lr=1.78e-04 d=0.6818 pixel=0.0134 perceptual=0.5954 adv=0.0772 g_total=0.6859 1.59 it/s
[x16/random_fixed] step 11400/50000 lr=1.77e-04 d=0.6688 pixel=0.0113 perceptual=0.4955 adv=0.0741 g_total=0.5810 1.59 it/s
[x16/random_fixed] step 11500/50000 lr=1.77e-04 d=0.6990 pixel=0.0116 perceptual=0.5210 adv=0.0781 g_total=0.6106 1.59 it/s
[x16/random_fixed] step 11600/50000 lr=1.77e-04 d=0.6418 pixel=0.0160 perceptual=0.5549 adv=0.0764 g_total=0.6474 1.59 it/s
[x16/random_fixed] step 11700/50000 lr=1.76e-04 d=0.6717 pixel=0.0117 perceptual=0.5242 adv=0.0672 g_total=0.6032 1.60 it/s
[x16/random_fixed] step 11800/50000 lr=1.76e-04 d=0.6125 pixel=0.0153 perceptual=0.6179 adv=0.0559 g_total=0.6890 1.60 it/s
[x16/random_fixed] step 11900/50000 lr=1.75e-04 d=0.7099 pixel=0.0154 perceptual=0.6606 adv=0.0514 g_total=0.7275 1.60 it/s
[x16/random_fixed] step 12000/50000 lr=1.75e-04 d=0.6368 pixel=0.0117 perceptual=0.5503 adv=0.0693 g_total=0.6313 1.60 it/s
[x16/random_fixed] step 12000 VAL ref_ssim=0.9123 (base 0.9249) ref_mse=0.000695 (base 0.000743) best_ssim=0.9153@6000
[x16/random_fixed] step 12100/50000 lr=1.75e-04 d=0.6995 pixel=0.0167 perceptual=0.7189 adv=0.0807 g_total=0.8163 1.59 it/s
[x16/random_fixed] step 12200/50000 lr=1.74e-04 d=0.6694 pixel=0.0119 perceptual=0.5330 adv=0.0528 g_total=0.5976 1.59 it/s
[x16/random_fixed] step 12300/50000 lr=1.74e-04 d=0.6890 pixel=0.0154 perceptual=0.6385 adv=0.0785 g_total=0.7324 1.59 it/s
[x16/random_fixed] step 12400/50000 lr=1.73e-04 d=0.6866 pixel=0.0128 perceptual=0.5710 adv=0.0763 g_total=0.6601 1.59 it/s
[x16/random_fixed] step 12500/50000 lr=1.73e-04 d=0.6884 pixel=0.0125 perceptual=0.5754 adv=0.0859 g_total=0.6738 1.59 it/s
[x16/random_fixed] step 12600/50000 lr=1.72e-04 d=0.6537 pixel=0.0120 perceptual=0.5459 adv=0.0604 g_total=0.6183 1.59 it/s
[x16/random_fixed] step 12700/50000 lr=1.72e-04 d=0.6694 pixel=0.0112 perceptual=0.5145 adv=0.0708 g_total=0.5964 1.59 it/s
[x16/random_fixed] step 12800/50000 lr=1.72e-04 d=0.6812 pixel=0.0130 perceptual=0.5749 adv=0.0812 g_total=0.6692 1.60 it/s
[x16/random_fixed] step 12900/50000 lr=1.71e-04 d=0.6754 pixel=0.0141 perceptual=0.6371 adv=0.0682 g_total=0.7194 1.60 it/s
[x16/random_fixed] step 13000/50000 lr=1.71e-04 d=0.6416 pixel=0.0126 perceptual=0.5478 adv=0.0691 g_total=0.6295 1.60 it/s
[x16/random_fixed] step 13000 VAL ref_ssim=0.9137 (base 0.9249) ref_mse=0.000684 (base 0.000743) best_ssim=0.9153@6000
[x16/random_fixed] step 13100/50000 lr=1.70e-04 d=0.6903 pixel=0.0152 perceptual=0.6144 adv=0.0523 g_total=0.6819 1.59 it/s
[x16/random_fixed] step 13200/50000 lr=1.70e-04 d=0.7011 pixel=0.0122 perceptual=0.5219 adv=0.0664 g_total=0.6005 1.59 it/s
[x16/random_fixed] step 13300/50000 lr=1.69e-04 d=0.6823 pixel=0.0128 perceptual=0.5842 adv=0.0764 g_total=0.6734 1.59 it/s
[x16/random_fixed] step 13400/50000 lr=1.69e-04 d=0.6742 pixel=0.0120 perceptual=0.5209 adv=0.0756 g_total=0.6085 1.59 it/s
