stage,condition,metric,n_seeds,mean,std
content_swinir,x1024_random_fixed,best_val_ssim,1,0.6598208412528038,
content_swinir,x1024_random_fixed,best_val_mse,1,0.042466106521897015,
content_swinir,x1024_random_fixed,base_val_ssim,1,0.6194277800619602,
content_swinir,x1024_random_fixed,base_val_mse,1,0.03673429493792355,
content_swinir,x1024_random_fixed,test.base_mse,1,0.038979773068179686,
content_swinir,x1024_random_fixed,test.base_ssim,1,0.5953976755340894,
content_swinir,x1024_random_fixed,test.base_psnr,1,14.412541755040486,
content_swinir,x1024_random_fixed,test.ref_mse,1,0.04579960877696673,
content_swinir,x1024_random_fixed,test.ref_ssim,1,0.6399663041035334,
content_swinir,x1024_random_fixed,test.ref_psnr,1,13.820451402664185,
content_swinir,x1024_random_fixed,delta_test_ssim,1,0.04456862856944399,
content_swinir,x1024_random_fixed,delta_test_mse,1,0.006819835708787046,
content_swinir,x1024_learnable_frequency,best_val_ssim,1,0.689971174299717,
content_swinir,x1024_learnable_frequency,best_val_mse,1,0.027582500874996186,
content_swinir,x1024_learnable_frequency,base_val_ssim,1,0.6646082639694214,
content_swinir,x1024_learnable_frequency,base_val_mse,1,0.024175414256751536,
content_swinir,x1024_learnable_frequency,test.base_mse,1,0.026253395418946942,
content_swinir,x1024_learnable_frequency,test.base_ssim,1,0.6369469662507375,
content_swinir,x1024_learnable_frequency,test.base_psnr,1,16.17630556424459,
content_swinir,x1024_learnable_frequency,test.ref_mse,1,0.029646849810766675,
content_swinir,x1024_learnable_frequency,test.ref_ssim,1,0.6656907752156258,
content_swinir,x1024_learnable_frequency,test.ref_psnr,1,15.644857343037923,
content_swinir,x1024_learnable_frequency,delta_test_ssim,1,0.028743808964888262,
content_swinir,x1024_learnable_frequency,delta_test_mse,1,0.0033934543918197335,
