step,epoch,loss,train_mse,train_ssim,val_mse,val_ssim,H_t_min,H_t_max,H_t_mean,H_t_binary_fraction,grad_norm_W,grad_norm_inverse,detector_min,detector_max,detector_mean,sigmoid_m
200,4,0.11301256716251373,0.054412804543972015,0.5672836303710938,0.056494615972042084,0.5757269859313965,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,1.0953906423642703,38.61782455444336,607.507080078125,251.36761474609375,1.0
400,7,0.09231014549732208,0.03444267064332962,0.5834774971008301,0.03739270940423012,0.6010245084762573,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.08120173375706011,10.392701148986816,681.78466796875,234.13650512695312,1.0
600,10,0.0979890301823616,0.036220140755176544,0.606662392616272,0.03788197413086891,0.6406042873859406,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.06159302484874432,21.07849884033203,714.5908203125,253.55792236328125,1.0
800,13,0.09413303434848785,0.03527356684207916,0.6296577453613281,0.03852854110300541,0.6541468501091003,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.02109405267180642,25.634593963623047,832.0925903320312,249.13461303710938,1.0
1000,17,0.08131897449493408,0.030853500589728355,0.6775811314582825,0.03903970308601856,0.6599348783493042,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.03755041790879826,26.306615829467773,635.8583374023438,215.281982421875,1.0
1200,20,0.09021341800689697,0.033542826771736145,0.6308640241622925,0.03745564818382263,0.6437360942363739,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.18004974816811456,19.948848724365234,1538.116455078125,268.4743957519531,1.0
1400,23,0.0906243622303009,0.03320344537496567,0.6380587220191956,0.03788340836763382,0.6498759388923645,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.08487869234353022,17.314668655395508,771.7830200195312,232.58200073242188,1.0
1600,26,0.08902144432067871,0.03563714399933815,0.663933277130127,0.039316220209002495,0.6573576331138611,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.030896765673236046,27.058034896850586,630.2987060546875,234.47906494140625,1.0
1800,30,0.09434062987565994,0.03531155735254288,0.6317969560623169,0.038365621119737625,0.655588835477829,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.013084897857176305,27.306434631347656,759.8361206054688,248.12124633789062,1.0
2000,33,0.10009065270423889,0.0381728895008564,0.6211816072463989,0.03882483392953873,0.6558822691440582,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.046238071973552446,16.679468154907227,751.0447387695312,260.9141540527344,1.0
2200,36,0.0849321037530899,0.03288675844669342,0.6695698499679565,0.03863806836307049,0.6601867079734802,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.026229022179798826,18.161420822143555,838.7173461914062,226.3318634033203,1.0
2400,39,0.09526687860488892,0.03787567466497421,0.646727442741394,0.039306640625,0.6642278432846069,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.027811959311953946,17.015609741210938,676.4993896484375,250.09243774414062,1.0
2600,42,0.09066468477249146,0.03501998633146286,0.6500900387763977,0.03905729949474335,0.6616955697536469,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.031372227221269575,18.9794979095459,786.6090087890625,235.71707153320312,1.0
2800,46,0.09852036833763123,0.03688374161720276,0.6143562197685242,0.03852875530719757,0.6597464978694916,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.018348824836711033,29.836456298828125,812.3361206054688,255.75796508789062,1.0
3000,49,0.09859653562307358,0.04150868207216263,0.5619839429855347,0.04170670919120312,0.5661826729774475,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.06877987094022756,31.08024024963379,1244.4808349609375,259.703369140625,1.0
3200,52,0.10482268035411835,0.039218515157699585,0.5880618691444397,0.03755561262369156,0.6491434872150421,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.0170358284629271,22.469417572021484,762.2034301757812,269.9910583496094,1.0
3400,55,0.08225127309560776,0.0336446613073349,0.6983439922332764,0.039523400366306305,0.6635456085205078,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.026487541931723375,23.38145637512207,583.7560424804688,218.9053955078125,1.0
3600,59,0.08705794811248779,0.03545146435499191,0.6763246655464172,0.03811073489487171,0.6566229164600372,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.025215228507280835,29.505748748779297,743.123046875,228.101318359375,1.0
3800,62,0.0974200963973999,0.038216885179281235,0.6323413848876953,0.038136737421154976,0.6500605046749115,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.025222932141291413,28.748634338378906,790.406005859375,253.8114776611328,1.0
4000,65,0.09625864773988724,0.03604584187269211,0.6182218194007874,0.03855317458510399,0.658867597579956,1.1581602133392859e-20,1.0,0.500187873840332,0.8265228271484375,0.0,0.055829272700475836,28.372114181518555,1515.929443359375,288.805419921875,1.0
