run_id,dataset,pattern_mode,downscale_factor,num_patterns,compression,upsampling_type,frequency_domain_optimization,noise_mode,photon_count,sigma_read,loss,MSE,SSIM,checkpoint_path,figure_path,notes
noise/k10_sigma2.7_learnable_frequency_seed42,patchmnist,learnable_frequency,8,8,8.0,locality_aware,True,differentiable_poisson_plus_read,10,2.7,l1,0.006572521205991506,0.9318126443227133,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/noise/k10_sigma2.7_learnable_frequency_seed42/attempt_001/checkpoints/best.pt,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/noise/k10_sigma2.7_learnable_frequency_seed42/attempt_001/eval/final/figures/reconstruction_soft.png,test_soft
