step,phase,m,loss,train_mse,val_mse,val_ssim,grad_norm_illum,grad_norm_upsampler,grad_norm_recon,H_t_min,H_t_max,H_t_mean,H_t_std,H_t_binary_fraction,illum_l2,illum_delta
200,inverse_warmup,1.0,0.09985021501779556,0.05500835180282593,0.05943260286251704,0.4761452567577362,0.0,0.028913046414867014,0.07029894092932037,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
400,inverse_warmup,1.0,0.0881136953830719,0.04352490231394768,0.04207868162790934,0.6472160892486573,0.0,0.08911488754921339,0.3464649377420594,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
600,inverse_warmup,1.0,0.08316397666931152,0.04028254747390747,0.040573262959718706,0.6639202262560526,0.0,0.06671534681499806,0.1070806213051386,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
800,inverse_warmup,1.0,0.08242568373680115,0.040133655071258545,0.03951918522516886,0.679748737970988,0.0,0.12027325207225478,0.2065189821325988,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
1000,inverse_warmup,1.0,0.08004357665777206,0.03861072659492493,0.0393831212023894,0.6829122083981832,0.0,0.09380085947656099,0.08152987565372768,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
1200,inverse_warmup,1.0,0.08160494267940521,0.039216864854097366,0.03791298592090607,0.6864529441197713,0.0,0.18520969333853862,0.15133511263327998,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
1400,inverse_warmup,1.0,0.07950155436992645,0.03844862058758736,0.03827572884162267,0.6860013195673624,0.0,0.27574517821700334,0.18556933004946286,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
1600,joint_soft,1.0,0.07960765063762665,0.038381122052669525,0.037856585244337715,0.6879765739440918,0.0,0.06573125507349532,0.08971108199565399,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
1800,joint_soft,1.0,0.07823546975851059,0.037581413984298706,0.03844677647948265,0.6867248045603435,0.0,0.2525612145789658,0.19256205935452847,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
2000,joint_soft,1.0,0.0782720148563385,0.03743848204612732,0.03755381213625272,0.6927026896476746,0.0,0.13214974469440932,0.12129601394923784,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
2200,joint_soft,1.0,0.07901541143655777,0.03782486170530319,0.038656357367833453,0.6852963679631551,0.0,0.06313383908758115,0.08042181012994132,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
2400,joint_soft,1.0,0.07805503159761429,0.037678930908441544,0.03968037988742192,0.6794983919461568,0.0,0.05413411288973544,0.06983215204876467,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
2600,joint_soft,1.0,0.07792578637599945,0.03754996135830879,0.038166317979494734,0.689860559463501,0.0,0.06673341416162736,0.13006598193808427,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
2800,joint_soft,1.0,0.07801291346549988,0.03764501214027405,0.037607339213291804,0.6929451845486959,0.0,0.21063756035376102,0.16266308824382697,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
3000,joint_soft,1.0,0.07794211804866791,0.037613119930028915,0.037143213589986165,0.6960138958295187,0.0,0.15022763124223104,0.12119842219558381,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
3200,joint_soft,1.0,0.07818543910980225,0.03788822889328003,0.03718311097224553,0.6957629081408183,0.0,0.06186613323380364,0.06462703293196692,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
3400,joint_soft,1.0,0.07699097692966461,0.03689253702759743,0.03736432677507401,0.6933444782892862,0.0,0.11026676994491362,0.10028765954756712,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
3600,joint_soft,1.0,0.07888804376125336,0.038154810667037964,0.038195598741372426,0.6881204954783122,0.0,0.07178786336559029,0.08278003091794113,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
3800,joint_soft,1.0,0.0761745348572731,0.0365055650472641,0.03770254625876745,0.6892316031455994,0.0,0.06074516953493099,0.07333050508880903,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
4000,joint_soft,1.0,0.07817958295345306,0.038010310381650925,0.03731450696786245,0.694776585261027,0.0,0.48232268475026113,0.36155445460005464,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
4200,joint_soft,1.0,0.07608925551176071,0.03683474659919739,0.03782619230945905,0.6932869183222453,0.0,0.08545524021321978,0.11371105247958722,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
4400,joint_soft,1.0,0.07736159861087799,0.03774590790271759,0.037020719319581986,0.6946340897878011,0.0,0.08528206219391796,0.08466312507517058,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
4600,joint_soft,1.0,0.07677461206912994,0.03731519728899002,0.03668321304519971,0.6988614104588826,0.0,0.20878948833627978,0.164021839196239,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
4800,joint_soft,1.0,0.07568354904651642,0.03610265254974365,0.03661113425095876,0.6991788752873739,0.0,0.14320728076929565,0.10957548853850516,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
5000,joint_soft,1.0,0.07695858180522919,0.03687436878681183,0.03681730168064435,0.7002099981307983,0.0,0.10159848892928618,0.08164934619188742,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
5200,joint_soft,1.0,0.07665330171585083,0.03656322509050369,0.03822882610559464,0.686912767569224,0.0,0.20024785459131164,0.15389957206466792,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
5400,joint_soft,1.0,0.07698673754930496,0.03688795864582062,0.03668188707033793,0.6989813186327616,0.0,0.2895666360401999,0.21567474689500316,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
5600,harden_m2,2.0,0.07647781074047089,0.036975085735321045,0.038411166310310364,0.6890883124669392,0.0,0.04680999042386573,0.05294444221879069,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
5800,harden_m2,2.0,0.07576702535152435,0.03655648231506348,0.03718491494655609,0.7015289246241252,0.0,0.3221058690769211,0.23820698038912674,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
6000,harden_m2,2.0,0.07669761776924133,0.03650255873799324,0.036554186473290125,0.7013945523897807,0.0,0.2904480525066295,0.22391140388176164,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
6200,harden_m2,2.0,0.07639563828706741,0.03671755641698837,0.03657267772157987,0.7028518576622009,0.0,0.09184316940492558,0.08874108839534164,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
6400,harden_m2,2.0,0.07656210660934448,0.036645643413066864,0.03660971639553706,0.7012385171254476,0.0,0.2826042491061824,0.2195363809790175,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
6600,harden_m4,4.0,0.07644611597061157,0.036758288741111755,0.03622833190361659,0.701586629708608,0.0,0.07955832201741038,0.09518611236525919,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
6800,harden_m4,4.0,0.07605266571044922,0.03608817979693413,0.03628477028012276,0.7020079660415649,0.0,0.24855749071520103,0.19000794000895832,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
7000,harden_m4,4.0,0.07581485062837601,0.03672567009925842,0.03650526085495949,0.6986964928309123,0.0,0.09522667739603335,0.0865794174216479,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
7200,harden_m4,4.0,0.07680635899305344,0.03707162290811539,0.036590981443723046,0.6977126181920369,0.0,0.10469875434005244,0.09356844174104015,3.0866855577518976e-23,1.0,0.4994688928127289,0.4589921236038208,0.8253860473632812,0.0,0.0
