run_id,dataset,pattern_mode,downscale_factor,num_patterns,compression,upsampling_type,frequency_domain_optimization,noise_mode,photon_count,sigma_read,loss,MSE,SSIM,checkpoint_path,figure_path,notes
content/bbbc022_x1024_uniform_all_ones_seed42,bbbc022_preproc_ablation,uniform_all_ones,64,4,1024.0,locality_aware,False,noise_free,10000.0,0.0,l1,0.03908996333678563,0.5965706586837769,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/content/bbbc022_x1024_uniform_all_ones_seed42/attempt_001/checkpoints/best.pt,/home/leonidas/workspace/differentiable_micoscopy_replication/microscopy-clean/runs/paper_v1/jobs/content/bbbc022_x1024_uniform_all_ones_seed42/attempt_001/figures/reconstruction.png,test
